rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
1,862451,51,1,6,over_3_symbols,"SETATTRS_REG_INT(r1,c1) | IADD_REG_REG_INT(r2,r3,c2) | LINKATTR1_REG_REG_REG(r4,r1,r2)","r1=R8;c1=int:6;r2=R9;r3=R13;c2=int:1;r4=R7","benchmark_awfy_richards_opt",2518
216,64,48,1,4,over_3_symbols,"MINATTRS_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_REG(r3,r1,r2) | UNLINK_REG(r2)","r1=R5;r2=R13;c1=int:0;r3=R12","benchmark_awfy_richards_opt",663
217,52,42,1,5,over_3_symbols,"LINKATTR1_REG_REG_REG(r1,r2,r3) | UNLINK_REG(r3) | LOAD_REG_INT(r4,c1)","r1=R12;r2=R5;r3=R13;r4=R14;c1=int:0","benchmark_awfy_richards_opt",667
218,18,18,1,6,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | SETATTRS_REG_INT(r1,c2) | LINKATTR1_REG_REG_INT(r3,r1,c3)","r1=R4;r2=R2;c1=int:21;c2=int:6;r3=R3;c3=int:1","benchmark_awfy_richards_opt",489
219,13,13,1,5,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | LOAD_REG_INT(r3,c2) | ICOPY_REG_REG(r1,r3)","r1=R5;r2=R4;c1=int:1;r3=R3;c2=int:0","benchmark_awfy_richards_opt",520
220,13,13,1,6,over_3_symbols,"SETATTRS_REG_INT(r1,c1) | LINKATTR1_REG_REG_INT(r2,r1,c2) | LOAD_REG_INT(r3,c3)","r1=R4;c1=int:6;r2=R5;c2=int:1;r3=R3;c3=int:0","benchmark_awfy_richards_opt",517
221,12,6,1,4,over_3_symbols,"LINKATTR1_REG_REG_REG(r1,r2,r3) | UNLINK_REG(r3) | ICOPY_REG_REG(r1,r4)","r1=R13;r2=R12;r3=R17;r4=R19","benchmark_awfy_richards_opt",931
222,9,9,1,6,over_3_symbols,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | LOAD_REG_INT(r3,c3)","r1=R52;c1=int:5;r2=R53;c2=int:0;r3=R49;c3=int:4","benchmark_awfy_richards_opt",2235
223,9,7,1,6,over_3_symbols,"UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r2,r3,c1) | LINKATTR1_REG_REG_INT(r4,r3,c2)","r1=R5;r2=R12;r3=R11;c1=int:10;r4=R17;c2=int:9","benchmark_awfy_richards_opt",765
224,8,8,1,3,candidate,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | LOAD_REG_INT(r2,c1)","r1=R10;r2=R9;c1=int:0","benchmark_awfy_richards_opt",110
225,8,8,1,5,over_3_symbols,"UNLINK_REG(r1) | LOAD_REG_INT(r2,c1) | LINKATTR1_REG_REG_INT(r1,r3,c2)","r1=R10;r2=R9;c1=int:0;r3=R8;c2=int:1","benchmark_awfy_richards_opt",113
226,4,4,1,4,over_3_symbols,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | COPY_REG_REG(r3,r4)","r1=R10;r2=R9;r3=R4;r4=R8","benchmark_awfy_richards_opt",206
227,4,4,1,5,over_3_symbols,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c1) | LOAD_REG_INT(r3,c2)","r1=R2;c1=int:0;r2=R1;r3=R6;c2=int:1","benchmark_awfy_richards_opt",69
228,4,4,1,6,over_3_symbols,"SWAP_REG_REG(r1,r2) | LOAD_REG_INT(r3,c1) | LOAD_REG_INT(r4,c2)","r1=R60;r2=R50;r3=R52;c1=int:5;r4=R53;c2=int:0","benchmark_awfy_richards_opt",2254
229,4,4,1,5,over_3_symbols,"UNLINK_REG(r1) | LOAD_REG_INT(r1,c1) | LINKATTR1_REG_REG_INT(r2,r3,c2)","r1=R9;c1=int:-1;r2=R10;r3=R8;c2=int:2","benchmark_awfy_richards_opt",101
230,3,3,1,7,over_3_symbols,"ICOPY_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r3,r4,c1) | IADD_REG_REG_INT(r5,r3,c2)","r1=R19;r2=R0;r3=R13;r4=R20;c1=int:9;r5=R12;c2=int:1","benchmark_awfy_richards_opt",897
231,3,3,1,4,over_3_symbols,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r2,r3,c1)","r1=R17;r2=R12;r3=R20;c1=int:17","benchmark_awfy_richards_opt",914
232,3,1,1,2,candidate,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | RET()","r1=R10;r2=R13","benchmark_awfy_richards_opt",2656
233,3,3,1,6,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_INT(r3,r4,c2) | ICOPY_REG_REG(r1,r3)","r1=R3;r2=R4;c1=int:1;r3=R5;r4=R2;c2=int:22","benchmark_awfy_richards_opt",496
234,3,3,1,5,over_3_symbols,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | LOAD_REG_INT(r3,c1)","r1=R51;c1=int:0;r2=R52;c2=int:5;r3=R53","benchmark_awfy_richards_opt",2232
235,3,3,1,5,over_3_symbols,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | LOAD_REG_INT(r3,c2)","r1=R52;c1=int:3000;r2=R54;c2=int:1;r3=R55","benchmark_awfy_richards_opt",2316
236,3,3,1,7,over_3_symbols,"SETATTRS_REG_INT(r1,c1) | LINKATTR1_REG_REG_INT(r2,r1,c2) | LINKATTR1_REG_REG_INT(r3,r4,c3)","r1=R4;c1=int:6;r2=R3;c2=int:1;r3=R5;r4=R2;c3=int:22","benchmark_awfy_richards_opt",493
237,3,1,1,5,over_3_symbols,"SETNUMSTD_INT(c1) | LINKATTR1_REG_REG_INT(r1,r2,c2) | IADD_REG_REG_INT(r3,r1,c1)","c1=int:1;r1=R5;r2=R9;c2=int:9;r3=R6","benchmark_awfy_richards_opt",2672
238,3,1,1,5,over_3_symbols,"SETNUMSTD_INT(c1) | LINKATTR1_REG_REG_INT(r1,r2,c2) | SETATTRS_REG_INT(r1,c3)","c1=int:1;r1=R8;r2=R12;c2=int:21;c3=int:6","benchmark_awfy_richards_opt",2512
239,3,1,1,4,over_3_symbols,"UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r2,r3,c1) | RET_REG(r2)","r1=R5;r2=R7;r3=R9;c1=int:9","benchmark_awfy_richards_opt",2906
240,2,2,1,5,over_3_symbols,"COPY_REG_REG(r1,r2) | COPY_REG_REG(r3,r1) | LINKATTR1_REG_REG_INT(r4,r3,c1)","r1=R60;r2=R2;r3=R11;r4=R12;c1=int:9","benchmark_awfy_richards_opt",630
241,2,2,1,5,over_3_symbols,"COPY_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r3,r1,c1) | COPY_REG_REG(r4,r3)","r1=R11;r2=R4;r3=R10;c1=int:18;r4=R2","benchmark_awfy_richards_opt",230
242,2,2,1,4,over_3_symbols,"INE_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2) | BRF_ID_REG(c2,r1)","r1=R55;r2=R56;c1=int:23246;c2=label@2449","benchmark_awfy_richards_opt",2438
243,2,2,1,4,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | COPY_REG_REG(r3,r1) | UNLINK_REG(r1)","r1=R10;r2=R11;c1=int:18;r3=R2","benchmark_awfy_richards_opt",233
244,2,2,1,5,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | INE_REG_REG_INT(r3,r1,c2) | UNLINK_REG(r1)","r1=R56;r2=R60;c1=int:18;r3=R55;c2=int:23246","benchmark_awfy_richards_opt",2434
245,2,2,1,3,candidate,"SCONCAT_REG_REG_STRING(r1,r1,c1) | ITOS_REG(r2) | APPEND_REG_REG(r1,r2)","r1=R14;c1=string@17160;r2=R2","benchmark_awfy_richards_opt",312
246,2,2,1,5,over_3_symbols,"SETATTRS_REG_INT(r1,c1) | LINKATTR1_REG_REG_INT(r2,r1,c2) | ICOPY_REG_REG(r2,r3)","r1=R17;c1=int:6;r2=R22;c2=int:2;r3=R23","benchmark_awfy_richards_opt",1210
247,2,2,1,6,over_3_symbols,"SWAP_REG_REG(r1,r2) | SWAP_REG_REG(r3,r4) | CALL_REG_FUNC_REG(r3,c1,r5)","r1=R50;r2=R60;r3=R51;r4=R0;c1=func@53464;r5=R49","benchmark_awfy_richards_opt",2269
248,2,2,1,6,over_3_symbols,"SWAP_REG_REG(r1,r2) | SWAP_REG_REG(r3,r4) | LOAD_REG_INT(r5,c1)","r1=R60;r2=R50;r3=R0;r4=R51;r5=R52;c1=int:5","benchmark_awfy_richards_opt",2279
249,2,2,1,4,over_3_symbols,"UNLINK_REG(r1) | COPY_REG_REG(r2,r3) | COPY_REG_REG(r4,r2)","r1=R5;r2=R60;r3=R2;r4=R11","benchmark_awfy_richards_opt",628
250,2,2,1,5,over_3_symbols,"UNLINK_REG(r1) | COPY_REG_REG(r2,r3) | LOAD_REG_INT(r4,c1)","r1=R10;r2=R4;r3=R8;r4=R9;c1=int:1","benchmark_awfy_richards_opt",209
251,1,1,1,3,candidate,"APPEND_REG_REG(r1,r2) | SAY_REG(r1) | SAY_STRING(c1)","r1=R14;r2=R1;c1=string@17888","benchmark_awfy_richards_opt",327
252,1,1,1,4,over_3_symbols,"APPEND_REG_REG(r1,r2) | SCONCAT_REG_REG_STRING(r1,r1,c1) | ITOS_REG(r3)","r1=R14;r2=R2;c1=string@17456;r3=R1","benchmark_awfy_richards_opt",318
253,1,1,1,5,over_3_symbols,"BRF_ID_REG(c1,r1) | MINATTRS_REG_INT(r2,c2) | LINKATTR1_REG_REG_INT(r3,r2,c2)","c1=label@50;r1=R5;r2=R0;c2=int:1;r3=R6","benchmark_awfy_richards_opt",33
254,1,1,1,5,over_3_symbols,"BRTPANDT_ID_REG_INT(c1,r1,c2) | COPY_REG_REG(r2,r1) | BR_ID(c3)","c1=label@19;r1=R16;c2=int:512;r2=R0;c3=label@22","benchmark_awfy_richards_opt",10
255,1,1,1,5,over_3_symbols,"BRT_ID_REG(c1,r1) | SETATTRS_REG_INT(r2,c2) | SETOBJTYPE_REG_STRING(r2,c3)","c1=label@300;r1=R7;r2=R8;c2=int:28;c3=string@56","benchmark_awfy_richards_opt",82
256,1,1,1,4,over_3_symbols,"BTOI_REG(r1) | IEQ_REG_REG_INT(r2,r1,c1) | BRF_ID_REG(c2,r2)","r1=R5;r2=R10;c1=int:0;c2=label@297","benchmark_awfy_richards_opt",254
257,1,1,1,5,over_3_symbols,"CONCAT_REG_STRING_REG(r1,c1,r2) | SCONCAT_REG_REG_STRING(r1,r1,c2) | ITOS_REG(r3)","r1=R14;c1=string@17000;r2=R3;c2=string@17160;r3=R2","benchmark_awfy_richards_opt",308
258,1,1,1,5,over_3_symbols,"COPY_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r3,r1,c1) | SETATTRS_REG_INT(r3,c2)","r1=R2;r2=R60;r3=R4;c1=int:21;c2=int:6","benchmark_awfy_richards_opt",486
259,1,1,1,6,over_3_symbols,"COPY_REG_REG(r1,r2) | LOAD_REG_INT(r3,c1) | LOAD_REG_INT(r4,c2)","r1=R60;r2=R46;r3=R51;c1=int:0;r4=R52;c2=int:5","benchmark_awfy_richards_opt",2229
260,1,1,1,5,over_3_symbols,"COPY_REG_REG(r1,r2) | LOAD_REG_INT(r3,c1) | SETTP_REG_INT(r1,c2)","r1=R4;r2=R8;r3=R9;c1=int:1;c2=int:256","benchmark_awfy_richards_opt",211
261,1,1,1,3,candidate,"COPY_REG_REG(r1,r2) | UNLINK_REG(r2) | BTOI_REG(r3)","r1=R1;r2=R10;r3=R5","benchmark_awfy_richards_opt",249
262,1,1,1,4,over_3_symbols,"COPY_REG_REG(r1,r2) | UNLINK_REG(r2) | COPY_REG_REG(r3,r4)","r1=R2;r2=R10;r3=R12;r4=R4","benchmark_awfy_richards_opt",237
263,1,1,1,3,candidate,"ENDLIFE_REG(r1) | ENDLIFE_REG(r2) | ITOS_REG(r3)","r1=R5;r2=R4;r3=R3","benchmark_awfy_richards_opt",302
264,1,1,1,4,over_3_symbols,"ENDLIFE_REG(r1) | ITOS_REG(r2) | CONCAT_REG_STRING_REG(r3,c1,r2)","r1=R4;r2=R3;r3=R14;c1=string@17000","benchmark_awfy_richards_opt",304
265,1,1,1,5,over_3_symbols,"GETATTRS_REG_REG_INT(r1,r2,c1) | IGTE_REG_REG_INT(r1,r1,c2) | BRF_ID_REG(c3,r1)","r1=R5;r2=R0;c1=int:0;c2=int:1;c3=label@50","benchmark_awfy_richards_opt",25
266,1,1,1,3,candidate,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r2) | ILT_REG_REG_INT(r2,r1,c1)","r1=R3;r2=R6;c1=int:1","benchmark_awfy_richards_opt",45
267,1,1,1,4,over_3_symbols,"IGTE_REG_REG_INT(r1,r1,c1) | BRF_ID_REG(c2,r1) | MINATTRS_REG_INT(r2,c1)","r1=R5;c1=int:1;c2=label@50;r2=R0","benchmark_awfy_richards_opt",29
268,1,1,1,6,over_3_symbols,"IGT_REG_REG_REG(r1,r2,r3) | BRT_ID_REG(c1,r1) | SETATTRS_REG_INT(r4,c2)","r1=R7;r2=R6;r3=R3;c1=label@300;r4=R8;c2=int:28","benchmark_awfy_richards_opt",78
269,1,1,1,2,candidate,"ITOS_REG(r1) | APPEND_REG_REG(r2,r1) | SAY_REG(r2)","r1=R1;r2=R14","benchmark_awfy_richards_opt",325
270,1,1,1,3,candidate,"ITOS_REG(r1) | APPEND_REG_REG(r2,r1) | SCONCAT_REG_REG_STRING(r2,r2,c1)","r1=R2;r2=R14;c1=string@17456","benchmark_awfy_richards_opt",316
271,1,1,1,4,over_3_symbols,"ITOS_REG(r1) | CONCAT_REG_STRING_REG(r2,c1,r1) | SCONCAT_REG_REG_STRING(r2,r2,c2)","r1=R3;r2=R14;c1=string@17000;c2=string@17160","benchmark_awfy_richards_opt",306
272,1,1,1,4,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | STOI_REG(r1) | ICOPY_REG_REG(r3,r1)","r1=R6;r2=R0;c1=int:1;r3=R3","benchmark_awfy_richards_opt",39
273,1,1,1,5,over_3_symbols,"LOAD_REG_INT(r1,c1) | GETATTRS_REG_REG_INT(r2,r3,c2) | IGTE_REG_REG_INT(r2,r2,c1)","r1=R3;c1=int:1;r2=R5;r3=R0;c2=int:0","benchmark_awfy_richards_opt",22
274,1,1,1,5,over_3_symbols,"LOAD_REG_INT(r1,c1) | IGT_REG_REG_REG(r2,r1,r3) | BRT_ID_REG(c2,r2)","r1=R6;c1=int:1;r2=R7;r3=R3;c2=label@300","benchmark_awfy_richards_opt",75
275,1,1,1,6,over_3_symbols,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | IGT_REG_REG_REG(r3,r2,r4)","r1=R1;c1=int:0;r2=R6;c2=int:1;r3=R7;r4=R3","benchmark_awfy_richards_opt",72
276,1,1,1,3,candidate,"MINATTRS_REG_INT(r1,c1) | LINKATTR1_REG_REG_INT(r2,r1,c1) | STOI_REG(r2)","r1=R0;c1=int:1;r2=R6","benchmark_awfy_richards_opt",36
277,1,1,1,3,candidate,"SAY_REG(r1) | SAY_STRING(c1) | RET_INT(c2)","r1=R14;c1=string@17888;c2=int:0","benchmark_awfy_richards_opt",330
278,1,1,1,5,over_3_symbols,"SETATTRS_REG_INT(r1,c1) | SETOBJTYPE_REG_STRING(r1,c2) | LOAD_REG_INT(r2,c3)","r1=R8;c1=int:28;c2=string@56;r2=R10;c3=int:-1","benchmark_awfy_richards_opt",85
279,1,1,1,4,over_3_symbols,"SETNUMCAS_INT(c1) | SETNUMSTD_INT(c1) | BRTPANDT_ID_REG_INT(c2,r1,c3)","c1=int:1;c2=label@19;r1=R16;c3=int:512","benchmark_awfy_richards_opt",6
280,1,1,1,5,over_3_symbols,"SETNUMSTD_INT(c1) | BRTPANDT_ID_REG_INT(c2,r1,c3) | COPY_REG_REG(r2,r1)","c1=int:1;c2=label@19;r1=R16;c3=int:512;r2=R0","benchmark_awfy_richards_opt",8
281,1,1,1,5,over_3_symbols,"SETNUMSTD_INT(c1) | COPY_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r3,r1,c2)","c1=int:1;r1=R2;r2=R60;r3=R4;c2=int:21","benchmark_awfy_richards_opt",484
282,1,1,1,6,over_3_symbols,"SETNUMSTD_INT(c1) | LINKATTR1_REG_REG_INT(r1,r2,c2) | LINKATTR1_REG_REG_INT(r3,r2,c3)","c1=int:1;r1=R2;r2=R15;c2=int:22;r3=R1;c3=int:2","benchmark_awfy_richards_opt",9677
283,1,1,1,6,over_3_symbols,"SETOBJTYPE_REG_STRING(r1,c1) | LOAD_REG_INT(r2,c2) | LINKATTR1_REG_REG_INT(r3,r1,c3)","r1=R8;c1=string@56;r2=R10;c2=int:-1;r3=R9;c3=int:22","benchmark_awfy_richards_opt",88
284,1,1,1,2,candidate,"STOI_REG(r1) | ICOPY_REG_REG(r2,r1) | UNLINK_REG(r1)","r1=R6;r2=R3","benchmark_awfy_richards_opt",43
285,1,1,1,4,over_3_symbols,"SWAP_REG_REG(r1,r2) | COPY_REG_REG(r3,r1) | LINKATTR1_REG_REG_INT(r2,r3,c1)","r1=R4;r2=R10;r3=R11;c1=int:18","benchmark_awfy_richards_opt",227
286,1,1,1,5,over_3_symbols,"SWAP_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r2,r1,c1) | INE_REG_REG_INT(r3,r2,c2)","r1=R60;r2=R56;c1=int:18;r3=R55;c2=int:23246","benchmark_awfy_richards_opt",2431
287,1,1,1,5,over_3_symbols,"SWAP_REG_REG(r1,r2) | LOAD_REG_INT(r2,c1) | LOAD_REG_INT(r3,c2)","r1=R0;r2=R51;c1=int:3;r3=R52;c2=int:3000","benchmark_awfy_richards_opt",2310
288,1,1,1,5,over_3_symbols,"SWAP_REG_REG(r1,r2) | LOAD_REG_INT(r3,c1) | SETTP_REG_INT(r1,c2)","r1=R60;r2=R50;r3=R55;c1=int:1;c2=int:256","benchmark_awfy_richards_opt",2415
289,1,1,1,5,over_3_symbols,"SWAP_REG_REG(r1,r2) | SWAP_REG_REG(r3,r4) | LOAD_REG_INT(r4,c1)","r1=R60;r2=R50;r3=R0;r4=R51;c1=int:3","benchmark_awfy_richards_opt",2307
290,1,1,1,3,candidate,"UNLINK_REG(r1) | BTOI_REG(r2) | IEQ_REG_REG_INT(r1,r2,c1)","r1=R10;r2=R5;c1=int:0","benchmark_awfy_richards_opt",252
291,1,1,1,4,over_3_symbols,"UNLINK_REG(r1) | COPY_REG_REG(r2,r3) | LINKATTR1_REG_REG_INT(r1,r2,c1)","r1=R10;r2=R12;r3=R4;c1=int:6","benchmark_awfy_richards_opt",240
292,1,1,1,4,over_3_symbols,"UNLINK_REG(r1) | ILT_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1)","r1=R6;r2=R3;c1=int:1;c2=label@69","benchmark_awfy_richards_opt",48
293,1,1,1,5,over_3_symbols,"UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r1,r2,c1) | IGTE_REG_REG_INT(r3,r1,c2)","r1=R2;r2=R15;c1=int:2;r3=R1;c2=int:0","benchmark_awfy_richards_opt",9692
