rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
1,6110000,14,1,8,candidate,"ILT_REG_REG_REG(r1,r2,r3) | BRF_ID_REG(c1,r1) | BGETU8_REG_REG_REG(r4,r5,r2) | IEQ_REG_REG_INT(r6,r4,c2)","r1=R10;r2=R29;r3=R2;c1=label@1265;r4=R24;r5=R41;r6=R9;c2=int:32","rxjson",1202
243,1,1,1,6,candidate,"CONCAT_REG_REG_STRING(r1,r1,c1) | CONCAT_REG_REG_STRING(r1,r1,c2) | CONCAT_REG_REG_STRING(r1,r1,c3) | CONCAT_REG_REG_STRING(r2,r1,c4)","r1=R7;c1=string@4056;c2=string@4224;c3=string@4416;r2=R1;c4=string@4632","benchmark_json_parser_noopt",81
244,1,1,1,7,candidate,"CONCAT_REG_REG_STRING(r1,r1,c1) | CONCAT_REG_REG_STRING(r1,r1,c2) | CONCAT_REG_REG_STRING(r2,r1,c3) | LOAD_REG_INT(r3,c4)","r1=R7;c1=string@4224;c2=string@4416;r2=R1;c3=string@4632;r3=R3;c4=int:0","benchmark_json_parser_noopt",85
245,1,1,1,7,candidate,"CONCAT_REG_REG_STRING(r1,r1,c1) | CONCAT_REG_REG_STRING(r2,r1,c2) | LOAD_REG_INT(r3,c3) | LOAD_REG_INT(r1,c4)","r1=R7;c1=string@4416;r2=R1;c2=string@4632;r3=R3;c3=int:0;c4=int:1","benchmark_json_parser_noopt",89
246,1,1,1,8,candidate,"CONCAT_REG_REG_STRING(r1,r2,c1) | LOAD_REG_INT(r3,c2) | LOAD_REG_INT(r2,c3) | IGT_REG_REG_REG(r4,r2,r5)","r1=R1;r2=R7;c1=string@4632;r3=R3;c2=int:0;c3=int:1;r4=R6;r5=R2","benchmark_json_parser_noopt",93
247,1,1,1,5,candidate,"CONCAT_REG_STRING_REG(r1,c1,r1) | CONCAT_REG_REG_STRING(r1,r1,c2) | CONCAT_REG_REG_STRING(r1,r1,c3) | CONCAT_REG_REG_STRING(r1,r1,c4)","r1=R7;c1=string@3112;c2=string@3280;c3=string@3432;c4=string@3600","benchmark_json_parser_noopt",61
248,1,1,1,5,candidate,"CONCAT_REG_STRING_REG(r1,c1,r2) | SCONCAT_REG_REG_STRING(r1,r1,c2) | ITOS_REG(r3) | CONCAT_REG_REG_REG(r1,r1,r3)","r1=R10;c1=string@7984;r2=R2;c2=string@8136;r3=R3","benchmark_json_parser_noopt",159
249,1,1,1,6,candidate,"GETATTRS_REG_REG_INT(r1,r2,c1) | IGTE_REG_REG_INT(r1,r1,c2) | BRF_ID_REG(c3,r1) | MINLINKATTR1_REG_REG_INT(r3,r2,c2)","r1=R5;r2=R0;c1=int:0;c2=int:1;c3=label@39;r3=R6","benchmark_json_parser_noopt",19
250,1,1,1,5,candidate,"IGTE_REG_REG_INT(r1,r1,c1) | BRF_ID_REG(c2,r1) | MINLINKATTR1_REG_REG_INT(r2,r3,c1) | STOI_REG(r2)","r1=R5;c1=int:1;c2=label@39;r2=R6;r3=R0","benchmark_json_parser_noopt",23
251,1,1,1,3,candidate,"ITOS_REG(r1) | CONCAT_REG_REG_REG(r2,r2,r1) | SAY_REG(r2) | SAY_STRING(c1)","r1=R3;r2=R10;c1=string@8552","benchmark_json_parser_noopt",167
252,1,1,1,5,candidate,"ITOS_REG(r1) | CONCAT_REG_STRING_REG(r2,c1,r1) | SCONCAT_REG_REG_STRING(r2,r2,c2) | ITOS_REG(r3)","r1=R2;r2=R10;c1=string@7984;c2=string@8136;r3=R3","benchmark_json_parser_noopt",157
253,1,1,1,6,candidate,"LOAD_REG_INT(r1,c1) | GETATTRS_REG_REG_INT(r2,r3,c2) | IGTE_REG_REG_INT(r2,r2,c1) | BRF_ID_REG(c3,r2)","r1=R2;c1=int:1;r2=R5;r3=R0;c2=int:0;c3=label@39","benchmark_json_parser_noopt",16
254,1,1,1,7,candidate,"LOAD_REG_INT(r1,c1) | IGT_REG_REG_REG(r2,r1,r3) | BRT_ID_REG(c2,r2) | LOAD_REG_STRING(r4,c3)","r1=R7;c1=int:1;r2=R6;r3=R2;c2=label@157;r4=R10;c3=string@6312","benchmark_json_parser_noopt",100
255,1,1,1,7,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | IGT_REG_REG_REG(r3,r2,r4) | BRT_ID_REG(c3,r3)","r1=R3;c1=int:0;r2=R7;c2=int:1;r3=R6;r4=R2;c3=label@157","benchmark_json_parser_noopt",97
256,1,1,1,5,candidate,"LOAD_REG_STRING(r1,c1) | CONCAT_REG_STRING_REG(r1,c2,r1) | CONCAT_REG_REG_STRING(r1,r1,c3) | CONCAT_REG_REG_STRING(r1,r1,c4)","r1=R7;c1=string@2976;c2=string@3112;c3=string@3280;c4=string@3432","benchmark_json_parser_noopt",58
257,1,1,1,4,candidate,"MINLINKATTR1_REG_REG_INT(r1,r2,c1) | STOI_REG(r1) | IGETUNLINK_REG_REG(r3,r1) | ILT_REG_REG_INT(r1,r3,c1)","r1=R6;r2=R0;c1=int:1;r3=R2","benchmark_json_parser_noopt",30
258,1,1,1,7,candidate,"NUMSCI_INT_INT_INT(c1,c2,c2) | BRTPANDT_ID_REG_INT(c3,r1,c4) | COPY_REG_REG(r2,r1) | BR_ID(c5)","c1=int:18;c2=int:1;c3=label@13;r1=R12;c4=int:512;r2=R0;c5=label@16","benchmark_json_parser_noopt",0
259,1,1,1,3,candidate,"SCONCAT_REG_REG_STRING(r1,r1,c1) | ITOS_REG(r2) | CONCAT_REG_REG_REG(r1,r1,r2) | SAY_REG(r1)","r1=R10;c1=string@8136;r2=R3","benchmark_json_parser_noopt",163
260,1,1,1,4,candidate,"STOI_REG(r1) | IGETUNLINK_REG_REG(r2,r1) | ILT_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1)","r1=R6;r2=R2;c1=int:1;c2=label@58","benchmark_json_parser_noopt",34
