rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
20,54600,1,1,7,candidate,"LOAD_REG_INT(r1,c1) | ISETATTR1_REG_INT_REG(r2,c2,r1) | COPY_REG_REG(r3,r2) | IEQ_REG_REG_INT(r4,r5,c2)","r1=R5;c1=int:0;r2=R10;c2=int:1;r3=R1;r4=R6;r5=R24","benchmark_awfy_storage_opt",396
21,54600,1,1,7,candidate,"NUMSCI_INT_INT_INT(c1,c2,c2) | BRTPANDT_ID_REG_INT(c3,r1,c4) | LOAD_REG_INT(r2,c2) | SETTP_REG_INT(r2,c5)","c1=int:18;c2=int:1;c3=label@16;r1=R11;c4=int:256;r2=R1;c5=int:0","objectarrayappend",0
22,54600,1,1,5,candidate,"NUMSCI_INT_INT_INT(c1,c2,c2) | LINKATTR1_REG_REG_INT(r1,r2,c2) | IADD_REG_REG_INT(r3,r1,c2) | UNLINK_REG(r1)","c1=int:18;c2=int:1;r1=R5;r2=R23;r3=R4","benchmark_awfy_storage_opt",372
23,54560,1,1,8,candidate,"BRT_ID_REG(c1,r1) | ISUB_REG_REG_INT(r2,r3,c2) | SETTP_REG_INT(r4,c3) | SETTP_REG_INT(r5,c3)","c1=label@537;r1=R2;r2=R15;r3=R24;c2=int:1;r4=R23;c3=int:256;r5=R25","benchmark_awfy_storage_opt",485
24,54560,1,1,9,candidate,"IGT_REG_REG_REG(r1,r2,r3) | BRT_ID_REG(c1,r1) | ISUB_REG_REG_INT(r4,r5,c2) | SETTP_REG_INT(r6,c3)","r1=R2;r2=R4;r3=R3;c1=label@537;r4=R15;r5=R24;c2=int:1;r6=R23;c3=int:256","benchmark_awfy_storage_opt",481
25,54560,1,1,8,candidate,"ISUB_REG_REG_INT(r1,r2,c1) | SETTP_REG_INT(r3,c2) | SETTP_REG_INT(r4,c2) | CALL3_REG_FUNC_REG_REG_REG(r5,c3,r3,r1,r4)","r1=R15;r2=R24;c1=int:1;r3=R23;c2=int:256;r4=R25;r5=R5;c3=func@16536","benchmark_awfy_storage_opt",488
26,54560,1,1,7,candidate,"SWAP_REG_REG(r1,r2) | UNLINK_REG(r1) | ISETATTR1_REG_INT_REG(r3,c1,r4) | BCTP_ID_REG(c2,r5)","r1=R15;r2=R19;r3=R1;c1=int:1;r4=R14;c2=label@481;r5=R4","benchmark_awfy_storage_opt",525
27,40960,1,1,7,candidate,"ASSERTINITIALIZED_REG(r1) | NUMSCI_INT_INT_INT(c1,c2,c2) | LINKATTR1_REG_REG_INT(r2,r1,c3) | LOAD_REG_INT(r3,c4)","r1=R11;c1=int:18;c2=int:1;r2=R0;c3=int:2;r3=R5;c4=int:3","benchmark_awfy_storage_opt",560
28,40960,1,1,8,candidate,"BRF_ID_REG(c1,r1) | COPY_REG_REG(r2,r3) | LINKATTR1_REG_REG_INT(r4,r2,c2) | IMULT_REG_REG_INT(r5,r4,c3)","c1=label@475;r1=R6;r2=R12;r3=R25;r4=R3;c2=int:1;r5=R2;c3=int:1309","benchmark_awfy_storage_opt",410
29,40960,1,1,8,candidate,"COPY_REG_REG(r1,r2) | IEQ_REG_REG_INT(r3,r4,c1) | BRF_ID_REG(c2,r3) | COPY_REG_REG(r5,r6)","r1=R1;r2=R10;r3=R6;r4=R24;c1=int:1;c2=label@475;r5=R12;r6=R25","benchmark_awfy_storage_opt",403
30,40960,1,1,6,candidate,"COPY_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r3,r1,c1) | IMULT_REG_REG_INT(r4,r3,c2) | UNLINK_REG(r3)","r1=R12;r2=R25;r3=R3;c1=int:1;r4=R2;c2=int:1309","benchmark_awfy_storage_opt",413
31,40960,1,1,8,candidate,"COPY_REG_REG(r1,r2) | SETTP_REG_INT(r3,c1) | SETTP_REG_INT(r1,c2) | CALL3_REG_FUNC_REG_REG_REG(r4,c3,r3,r5,r1)","r1=R3;r2=R25;r3=R1;c1=int:256;c2=int:768;r4=R11;c3=func@25096;r5=R5","benchmark_awfy_storage_opt",458
32,40960,1,1,6,candidate,"IADD_REG_REG_INT(r1,r1,c1) | IMOD_REG_REG_INT(r1,r1,c2) | ISETATTR1_REG_INT_REG(r2,c3,r1) | LINKATTR1_REG_REG_INT(r3,r2,c3)","r1=R2;c1=int:13849;c2=int:65536;r2=R12;c3=int:1;r3=R4","benchmark_awfy_storage_opt",426
33,40960,1,1,8,candidate,"IADD_REG_REG_INT(r1,r2,c1) | COPY_REG_REG(r3,r4) | SETTP_REG_INT(r5,c2) | SETTP_REG_INT(r3,c3)","r1=R5;r2=R11;c1=int:1;r3=R3;r4=R25;r5=R1;c2=int:256;c3=int:768","benchmark_awfy_storage_opt",454
34,40960,1,1,7,candidate,"ICOPY_REG_REG(r1,r2) | SETTP_REG_INT(r1,c1) | GETATTRS_REG_REG_INT(r3,r4,c2) | ICOPY_REG_REG(r5,r3)","r1=R1;r2=R11;c1=int:256;r3=R7;r4=R9;c2=int:0;r5=R3","objectarrayappend",16
35,40960,1,1,7,candidate,"IEQ_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | COPY_REG_REG(r3,r4) | LINKATTR1_REG_REG_INT(r5,r3,c1)","r1=R6;r2=R24;c1=int:1;c2=label@475;r3=R12;r4=R25;r5=R3","benchmark_awfy_storage_opt",406
36,40960,1,1,8,candidate,"IMOD_REG_REG_INT(r1,r1,c1) | IADD_REG_REG_INT(r2,r1,c2) | COPY_REG_REG(r3,r4) | SETTP_REG_INT(r5,c3)","r1=R11;c1=int:10;r2=R5;c2=int:1;r3=R3;r4=R25;r5=R1;c3=int:256","benchmark_awfy_storage_opt",450
37,40960,1,1,6,candidate,"IMOD_REG_REG_INT(r1,r1,c1) | ISETATTR1_REG_INT_REG(r2,c2,r1) | LINKATTR1_REG_REG_INT(r3,r2,c2) | IGETUNLINK_REG_REG(r4,r3)","r1=R2;c1=int:65536;r2=R12;c2=int:1;r3=R4;r4=R11","benchmark_awfy_storage_opt",430
38,40960,1,1,5,candidate,"IMULT_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2) | IADD_REG_REG_INT(r1,r1,c2) | IMOD_REG_REG_INT(r1,r1,c3)","r1=R2;r2=R3;c1=int:1309;c2=int:13849;c3=int:65536","benchmark_awfy_storage_opt",420
39,40960,1,1,6,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | LINKATTR1_REG_REG_INT(r3,r1,c1) | IGETUNLINK_REG_REG(r4,r3) | COPY_REG_REG(r5,r1)","r1=R12;c1=int:1;r2=R2;r3=R4;r4=R11;r5=R25","benchmark_awfy_storage_opt",434
40,40960,1,1,6,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | IGETUNLINK_REG_REG(r3,r1) | COPY_REG_REG(r4,r2) | BR_ID(c2)","r1=R4;r2=R12;c1=int:1;r3=R11;r4=R25;c2=label@450","benchmark_awfy_storage_opt",438
41,40960,1,1,6,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | IMULT_REG_REG_INT(r3,r1,c2) | UNLINK_REG(r1) | IADD_REG_REG_INT(r3,r3,c3)","r1=R3;r2=R12;c1=int:1;r3=R2;c2=int:1309;c3=int:13849","benchmark_awfy_storage_opt",416
42,40960,1,1,13,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | LOAD_REG_INT(r3,c2) | SWAPSETTPSWAP_REG_REG_REG_INT_REG(r4,r1,r5,c3,r6) | SETTPSWAPCALL_REG_FUNC_REG_REG_INT_REG(r7,c4,r3,r8,c3,r9)","r1=R0;r2=R11;c1=int:2;r3=R5;c2=int:3;r4=R6;r5=R13;c3=int:256;r6=R7;r7=R9;c4=func@17624;r8=R12;r9=R8","benchmark_awfy_storage_opt",566
43,40960,1,1,11,candidate,"NUMSCI_INT_INT_INT(c1,c2,c2) | LINKATTR1_REG_REG_INT(r1,r2,c3) | LOAD_REG_INT(r3,c4) | SWAPSETTPSWAP_REG_REG_REG_INT_REG(r4,r1,r5,c5,r6)","c1=int:18;c2=int:1;r1=R0;r2=R11;c3=int:2;r3=R5;c4=int:3;r4=R6;r5=R13;c5=int:256;r6=R7","benchmark_awfy_storage_opt",562
44,40960,1,1,6,candidate,"SETTP_REG_INT(r1,c1) | GETATTRS_REG_REG_INT(r2,r3,c2) | ICOPY_REG_REG(r4,r2) | ILT_REG_REG_INT(r2,r1,c2)","r1=R1;c1=int:256;r2=R7;r3=R9;c2=int:0;r4=R3","objectarrayappend",19
45,40960,1,1,9,candidate,"SWAP_REG_REG(r1,r2) | UNLINK_REG(r1) | SWAPN_REG_REG_REG_REG(r3,r4,r5,r6) | ISETATTR1_REG_INT_REG(r7,c1,r8)","r1=R0;r2=R6;r3=R13;r4=R7;r5=R12;r6=R8;r7=R11;c1=int:1;r8=R9","benchmark_awfy_storage_opt",586
46,40960,1,1,6,candidate,"UNLINK_REG(r1) | IADD_REG_REG_INT(r2,r2,c1) | IMOD_REG_REG_INT(r2,r2,c2) | ISETATTR1_REG_INT_REG(r3,c3,r2)","r1=R3;r2=R2;c1=int:13849;c2=int:65536;r3=R12;c3=int:1","benchmark_awfy_storage_opt",424
47,40960,1,1,8,candidate,"UNLINK_REG(r1) | SWAPN_REG_REG_REG_REG(r2,r3,r4,r5) | ISETATTR1_REG_INT_REG(r6,c1,r7) | RET()","r1=R0;r2=R13;r3=R7;r4=R12;r5=R8;r6=R11;c1=int:1;r7=R9","benchmark_awfy_storage_opt",589
48,13650,2,1,6,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | IGT_REG_REG_REG(r3,r1,r2) | BRT_ID_REG(c3,r3)","r1=R1;c1=int:1;r2=R0;c2=int:4;r3=R11;c3=label@341","benchmark_awfy_storage_opt",280
49,13640,1,1,8,candidate,"LOAD_REG_INT(r1,c1) | IGT_REG_REG_REG(r2,r3,r1) | BRT_ID_REG(c2,r2) | ISUB_REG_REG_INT(r4,r5,c3)","r1=R3;c1=int:4;r2=R2;r3=R4;c2=label@537;r4=R15;r5=R24;c3=int:1","benchmark_awfy_storage_opt",478
50,40,1,1,7,candidate,"BRT_ID_REG(c1,r1) | LOAD_REG_INT(r2,c2) | SETTP_REG_INT(r3,c3) | SETTP_REG_INT(r4,c3)","c1=label@341;r1=R11;r2=R14;c2=int:6;r3=R22;c3=int:256;r4=R3","benchmark_awfy_storage_opt",290
51,40,1,1,8,candidate,"IGT_REG_REG_REG(r1,r2,r3) | BRT_ID_REG(c1,r1) | LOAD_REG_INT(r4,c2) | SETTP_REG_INT(r5,c3)","r1=R11;r2=R1;r3=R0;c1=label@341;r4=R14;c2=int:6;r5=R22;c3=int:256","benchmark_awfy_storage_opt",286
52,40,1,1,7,candidate,"LOAD_REG_INT(r1,c1) | SETTP_REG_INT(r2,c2) | SETTP_REG_INT(r3,c2) | CALL3_REG_FUNC_REG_REG_REG(r4,c3,r2,r1,r3)","r1=R14;c1=int:6;r2=R22;c2=int:256;r3=R3;r4=R2;c3=func@16536","benchmark_awfy_storage_opt",293
53,40,1,1,5,candidate,"SWAP_REG_REG(r1,r2) | UNLINK_REG(r1) | ISETATTR1_REG_INT_REG(r3,c1,r4) | INC1()","r1=R14;r2=R18;r3=R8;c1=int:1;r4=R13","benchmark_awfy_storage_opt",329
54,40,1,1,5,candidate,"UNLINK_REG(r1) | ISETATTR1_REG_INT_REG(r2,c1,r3) | INC1() | BR_ID(c2)","r1=R14;r2=R8;c1=int:1;r3=R13;c2=label@286","benchmark_awfy_storage_opt",332
55,10,1,1,6,candidate,"ASSERTINITIALIZED_REG(r1) | NUMSCI_INT_INT_INT(c1,c2,c2) | SETATTRS_REG_INT(r2,c3) | SETOBJTYPE_REG_STRING(r2,c4)","r1=R22;c1=int:18;c2=int:1;r2=R6;c3=int:2;c4=string@10","benchmark_awfy_storage_opt",221
56,10,1,1,7,candidate,"BRT_ID_REG(c1,r1) | SETATTRS_REG_INT(r2,c2) | SETOBJTYPE_REG_STRING(r2,c3) | LOAD_REG_INT(r3,c4)","c1=label@126;r1=R3;r2=R6;c2=int:2;c3=string@8;r3=R8;c4=int:0","benchmark_awfy_storage_opt",68
57,10,1,1,6,candidate,"COPY_REG_REG(r1,r2) | COPY_REG_REG(r3,r1) | LINKATTR1_REG_REG_INT(r4,r3,c1) | IGETUNLINK_REG_REG(r5,r4)","r1=R7;r2=R8;r3=R4;r4=R20;c1=int:1;r5=R19","benchmark_awfy_storage_opt",343
58,10,1,1,6,candidate,"COPY_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r3,r1,c1) | IGETUNLINK_REG_REG(r4,r3) | BR_ID(c2)","r1=R4;r2=R7;r3=R20;c1=int:1;r4=R19;c2=label@358","benchmark_awfy_storage_opt",346
59,10,1,1,6,candidate,"COPY_REG_REG(r1,r2) | LOAD_REG_INT(r3,c1) | ISETATTR1_REG_INT_REG(r4,c2,r3) | LINKATTR1_REG_REG_INT(r3,r4,c2)","r1=R3;r2=R6;r3=R1;c1=int:0;r4=R22;c2=int:1","benchmark_awfy_storage_opt",240
60,10,1,1,7,candidate,"COPY_REG_REG(r1,r2) | LOAD_REG_INT(r3,c1) | LOAD_REG_INT(r4,c2) | IGT_REG_REG_REG(r5,r3,r4)","r1=R8;r2=R10;r3=R1;c1=int:1;r4=R0;c2=int:4;r5=R11","benchmark_awfy_storage_opt",277
61,10,1,1,6,candidate,"ENDLIFE_REG(r1) | COPY_REG_REG(r2,r3) | COPY_REG_REG(r4,r2) | LINKATTR1_REG_REG_INT(r5,r4,c1)","r1=R2;r2=R7;r3=R8;r4=R4;r5=R20;c1=int:1","benchmark_awfy_storage_opt",341
62,10,1,1,7,candidate,"IGT_REG_REG_REG(r1,r2,r3) | BRT_ID_REG(c1,r1) | SETATTRS_REG_INT(r4,c2) | SETOBJTYPE_REG_STRING(r4,c3)","r1=R3;r2=R4;r3=R1;c1=label@126;r4=R6;c2=int:2;c3=string@8","benchmark_awfy_storage_opt",64
63,10,1,1,6,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | COPY_REG_REG(r3,r1) | LOAD_REG_INT(r2,c1) | LOAD_REG_INT(r4,c2)","r1=R10;c1=int:1;r2=R1;r3=R8;r4=R0;c2=int:4","benchmark_awfy_storage_opt",273
64,10,1,1,6,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | COPY_REG_REG(r3,r1) | LOAD_REG_INT(r2,c2) | ISETATTR1_REG_INT_REG(r4,c1,r2)","r1=R6;c1=int:1;r2=R1;r3=R3;c2=int:0;r4=R22","benchmark_awfy_storage_opt",236
65,10,1,1,7,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | COPY_REG_REG(r3,r1) | SETTP_REG_INT(r3,c2) | CALL1_REG_FUNC_REG(r4,c3,r3)","r1=R6;c1=int:1;r2=R8;r3=R5;c2=int:256;r4=R2;c3=func@6344","benchmark_awfy_storage_opt",80
66,10,1,1,4,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | LINKATTR1_REG_REG_INT(r2,r1,c1) | IADD_REG_REG_INT(r3,r2,c1) | UNLINK_REG(r2)","r1=R22;c1=int:1;r2=R1;r3=R0","benchmark_awfy_storage_opt",246
67,10,1,1,7,candidate,"LOAD_REG_INT(r1,c1) | IGT_REG_REG_REG(r2,r3,r1) | BRT_ID_REG(c2,r2) | LOAD_REG_INT(r4,c3)","r1=R0;c1=int:4;r2=R11;r3=R1;c2=label@341;r4=R14;c3=int:6","benchmark_awfy_storage_opt",283
68,10,1,1,5,candidate,"LOAD_REG_INT(r1,c1) | ISETATTR1_REG_INT_REG(r2,c2,r1) | COPY_REG_REG(r3,r2) | LOAD_REG_INT(r1,c2)","r1=R1;c1=int:0;r2=R10;c2=int:1;r3=R8","benchmark_awfy_storage_opt",270
69,10,1,1,6,candidate,"LOAD_REG_INT(r1,c1) | ISETATTR1_REG_INT_REG(r2,c2,r1) | COPY_REG_REG(r3,r2) | LOAD_REG_INT(r1,c3)","r1=R1;c1=int:74755;r2=R6;c2=int:1;r3=R3;c3=int:0","benchmark_awfy_storage_opt",233
70,10,1,1,6,candidate,"LOAD_REG_INT(r1,c1) | ISETATTR1_REG_INT_REG(r2,c2,r1) | COPY_REG_REG(r3,r2) | SETTP_REG_INT(r3,c3)","r1=R8;c1=int:0;r2=R6;c2=int:1;r3=R5;c3=int:256","benchmark_awfy_storage_opt",77
71,10,1,1,5,candidate,"LOAD_REG_INT(r1,c1) | ISETATTR1_REG_INT_REG(r2,c2,r1) | LINKATTR1_REG_REG_INT(r1,r2,c2) | IADD_REG_REG_INT(r3,r1,c2)","r1=R1;c1=int:0;r2=R22;c2=int:1;r3=R0","benchmark_awfy_storage_opt",243
72,10,1,1,7,candidate,"NUMSCI_INT_INT_INT(c1,c2,c2) | SETATTRS_REG_INT(r1,c3) | SETOBJTYPE_REG_STRING(r1,c4) | LOAD_REG_INT(r2,c5)","c1=int:18;c2=int:1;r1=R6;c3=int:2;c4=string@10;r2=R1;c5=int:74755","benchmark_awfy_storage_opt",223
73,1,1,1,4,candidate,"APPEND_REG_REG(r1,r2) | SAY_REG(r1) | SAY_STRING(c1) | RET_INT(c2)","r1=R10;r2=R2;c1=string@9176;c2=int:0","benchmark_awfy_storage_opt",140
74,1,1,1,6,candidate,"BRF_ID_REG(c1,r1) | MINLINKATTR1_REG_REG_INT(r2,r3,c2) | STOI_REG(r2) | IGETUNLINK_REG_REG(r4,r2)","c1=label@39;r1=R4;r2=R5;r3=R0;c2=int:1;r4=R1","benchmark_awfy_storage_opt",27
75,1,1,1,5,candidate,"CONCAT_REG_STRING_REG(r1,c1,r2) | SCONCAT_REG_REG_STRING(r1,r1,c2) | ITOS_REG(r3) | APPEND_REG_REG(r1,r3)","r1=R10;c1=string@8608;r2=R1;c2=string@8760;r3=R2","benchmark_awfy_storage_opt",130
76,1,1,1,5,candidate,"ENDLIFE_REG(r1) | ITOS_REG(r2) | CONCAT_REG_STRING_REG(r3,c1,r2) | SCONCAT_REG_REG_STRING(r3,r3,c2)","r1=R5;r2=R1;r3=R10;c1=string@8608;c2=string@8760","benchmark_awfy_storage_opt",126
77,1,1,1,6,candidate,"GETATTRS_REG_REG_INT(r1,r2,c1) | IGTE_REG_REG_INT(r1,r1,c2) | BRF_ID_REG(c3,r1) | MINLINKATTR1_REG_REG_INT(r3,r2,c2)","r1=R4;r2=R0;c1=int:0;c2=int:1;c3=label@39;r3=R5","benchmark_awfy_storage_opt",19
78,1,1,1,5,candidate,"IGTE_REG_REG_INT(r1,r1,c1) | BRF_ID_REG(c2,r1) | MINLINKATTR1_REG_REG_INT(r2,r3,c1) | STOI_REG(r2)","r1=R4;c1=int:1;c2=label@39;r2=R5;r3=R0","benchmark_awfy_storage_opt",23
79,1,1,1,3,candidate,"ITOS_REG(r1) | APPEND_REG_REG(r2,r1) | SAY_REG(r2) | SAY_STRING(c1)","r1=R2;r2=R10;c1=string@9176","benchmark_awfy_storage_opt",138
80,1,1,1,5,candidate,"ITOS_REG(r1) | CONCAT_REG_STRING_REG(r2,c1,r1) | SCONCAT_REG_REG_STRING(r2,r2,c2) | ITOS_REG(r3)","r1=R1;r2=R10;c1=string@8608;c2=string@8760;r3=R2","benchmark_awfy_storage_opt",128
81,1,1,1,6,candidate,"LOAD_REG_INT(r1,c1) | GETATTRS_REG_REG_INT(r2,r3,c2) | IGTE_REG_REG_INT(r2,r2,c1) | BRF_ID_REG(c3,r2)","r1=R1;c1=int:1;r2=R4;r3=R0;c2=int:0;c3=label@39","benchmark_awfy_storage_opt",16
82,1,1,1,7,candidate,"LOAD_REG_INT(r1,c1) | IGT_REG_REG_REG(r2,r1,r3) | BRT_ID_REG(c2,r2) | SETATTRS_REG_INT(r4,c3)","r1=R4;c1=int:1;r2=R3;r3=R1;c2=label@126;r4=R6;c3=int:2","benchmark_awfy_storage_opt",61
83,1,1,1,7,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | IGT_REG_REG_REG(r3,r2,r4) | BRT_ID_REG(c3,r3)","r1=R2;c1=int:0;r2=R4;c2=int:1;r3=R3;r4=R1;c3=label@126","benchmark_awfy_storage_opt",58
84,1,1,1,4,candidate,"MINLINKATTR1_REG_REG_INT(r1,r2,c1) | STOI_REG(r1) | IGETUNLINK_REG_REG(r3,r1) | ILT_REG_REG_INT(r1,r3,c1)","r1=R5;r2=R0;c1=int:1;r3=R1","benchmark_awfy_storage_opt",30
85,1,1,1,7,candidate,"NUMSCI_INT_INT_INT(c1,c2,c2) | BRTPANDT_ID_REG_INT(c3,r1,c4) | COPY_REG_REG(r2,r1) | BR_ID(c5)","c1=int:18;c2=int:1;c3=label@13;r1=R12;c4=int:512;r2=R0;c5=label@16","benchmark_awfy_storage_opt",0
86,1,1,1,3,candidate,"SCONCAT_REG_REG_STRING(r1,r1,c1) | ITOS_REG(r2) | APPEND_REG_REG(r1,r2) | SAY_REG(r1)","r1=R10;c1=string@8760;r2=R2","benchmark_awfy_storage_opt",134
87,1,1,1,4,candidate,"STOI_REG(r1) | IGETUNLINK_REG_REG(r2,r1) | ILT_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1)","r1=R5;r2=R1;c1=int:1;c2=label@58","benchmark_awfy_storage_opt",34
