rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
1,930900,152,9,3,candidate,"NULL_REG(r1) | NULL_REG(r2) | NULL_REG(r3)","r1=R42;r2=R43;r3=R44","benchmark_rexxcps_levelb_noopt",593
116,19842,2,2,5,over_3_symbols,"NULL_REG(r1) | NULL_REG(r2) | GETANDTP_REG_REG_INT(r3,r4,c1)","r1=R16;r2=R17;r3=R2;r4=R0;c1=int:256","strip",94
117,19607,3,2,4,over_3_symbols,"UNLINK_REG(r1) | MINATTRS_REG_REG_INT(r2,r3,c1) | LINKATTR1_REG_REG_REG(r1,r2,r3)","r1=R32;r2=R35;r3=R4;c1=int:0","_address",15843
118,19600,2,1,5,over_3_symbols,"BRF_ID_REG(c1,r1) | RNE_REG_REG_STRING(r1,r2,c2) | BRF_ID_REG(c3,r1)","c1=label@2077;r1=R49;r2=R2;c2=string@2245136;c3=label@2083","parseExec",2070
119,19600,1,1,7,over_3_symbols,"BRT_ID_REG(c1,r1) | IEQ_REG_REG_INT(r2,r3,c2) | BRTF_ID_ID_REG(c3,c4,r2)","c1=label@3843;r1=R91;r2=R90;r3=R6;c2=int:5;c3=label@3849;c4=label@4603","parseExec",3832
120,19600,1,1,5,over_3_symbols,"COPY_REG_REG(r1,r2) | ICOPY_REG_REG(r3,r1) | LOAD_REG_STRING(r4,c1)","r1=R10;r2=R112;r3=R8;r4=R18;c1=string@28800","parseExec",4817
121,19600,2,1,4,over_3_symbols,"ENDLIFE_REG(r1) | ICOPY_REG_REG(r2,r3) | NULL_REG(r4)","r1=R40;r2=R5;r3=R55;r4=R56","parseExec",799
122,19600,1,1,5,over_3_symbols,"ICOPY_REG_REG(r1,r2) | ICOPY_REG_REG(r3,r1) | ILTE_REG_REG_REG(r4,r3,r5)","r1=R113;r2=R4;r3=R116;r4=R110;r5=R118","parseExec",4619
123,19600,1,1,5,over_3_symbols,"ICOPY_REG_REG(r1,r2) | ICOPY_REG_REG(r3,r4) | ICOPY_REG_REG(r5,r3)","r1=R118;r2=R27;r3=R113;r4=R4;r5=R116","parseExec",4616
124,19600,2,1,6,over_3_symbols,"IEQ_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | RNE_REG_REG_STRING(r1,r3,c3)","r1=R49;r2=R1;c1=int:6;c2=label@2077;r3=R2;c3=string@2245136","parseExec",2066
125,19600,1,1,6,over_3_symbols,"IEQ_REG_REG_INT(r1,r2,c1) | BRT_ID_REG(c2,r1) | IEQ_REG_REG_INT(r3,r2,c3)","r1=R91;r2=R6;c1=int:4;c2=label@3843;r3=R90;c3=int:5","parseExec",3828
126,19600,2,1,4,over_3_symbols,"IEQ_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2) | BRF_ID_REG(c2,r1)","r1=R51;r2=R52;c1=int:8;c2=label@2817","parseExec",2633
127,19600,1,1,6,over_3_symbols,"IEQ_REG_REG_REG(r1,r2,r3) | BRF_ID_REG(c1,r1) | LOAD_REG_INT(r4,c2)","r1=R90;r2=R19;r3=R104;c1=label@4880;r4=R89;c2=int:0","parseExec",4868
128,19600,2,1,5,over_3_symbols,"LINKATTR1_REG_REG_REG(r1,r2,r3) | IEQ_REG_REG_INT(r4,r1,c1) | UNLINK_REG(r1)","r1=R52;r2=R22;r3=R55;r4=R51;c1=int:8","parseExec",2629
129,19600,2,1,6,over_3_symbols,"MINATTRS_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_REG(r3,r1,r2) | IEQ_REG_REG_INT(r4,r3,c2)","r1=R22;r2=R55;c1=int:0;r3=R52;r4=R51;c2=int:8","parseExec",2625
130,19600,1,1,4,over_3_symbols,"UNLINK_REG(r1) | COPY_REG_REG(r2,r3) | ICOPY_REG_REG(r4,r2)","r1=R108;r2=R10;r3=R112;r4=R8","parseExec",4815
131,19415,3,1,6,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | SETATTRS_REG_INT(r1,c2) | LINKATTR1_REG_REG_REG(r3,r1,r4)","r1=R12;r2=R20;c1=int:1;c2=int:256;r3=R13;r4=R0","stem",226
132,19400,2,1,6,over_3_symbols,"COPY_REG_REG(r1,r2) | SCOPY_REG_REG(r3,r4) | LOAD_REG_INT(r5,c1)","r1=R8;r2=R20;r3=R6;r4=R21;r5=R5;c1=int:0","stem",166
133,19400,2,1,6,over_3_symbols,"IADD_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_INT(r3,r4,c1) | SETATTRS_REG_INT(r3,c2)","r1=R0;r2=R5;c1=int:1;r3=R12;r4=R20;c2=int:256","stem",222
134,19400,2,1,3,candidate,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r2) | UNLINK_REG(r3)","r1=R1;r2=R13;r3=R12","stem",237
135,19400,2,1,5,over_3_symbols,"LOAD_REG_INT(r1,c1) | STRLEN_REG_REG(r2,r3) | LOAD_REG_INT(r4,c1)","r1=R5;c1=int:0;r2=R7;r3=R6;r4=R9","stem",172
136,19400,2,1,5,over_3_symbols,"NULL_REG(r1) | COPY_REG_REG(r2,r3) | SCOPY_REG_REG(r4,r5)","r1=R7;r2=R8;r3=R20;r4=R6;r5=R21","stem",164
137,19400,2,1,4,over_3_symbols,"NULL_REG(r1) | NULL_REG(r2) | COPY_REG_REG(r3,r4)","r1=R4;r2=R7;r3=R8;r4=R20","stem",162
138,19400,2,1,5,over_3_symbols,"SCOPY_REG_REG(r1,r2) | LOAD_REG_INT(r3,c1) | STRLEN_REG_REG(r4,r1)","r1=R6;r2=R21;r3=R5;c1=int:0;r4=R7","stem",169
139,19400,2,1,5,over_3_symbols,"SETATTRS_REG_INT(r1,c1) | LINKATTR1_REG_REG_REG(r2,r1,r3) | ICOPY_REG_REG(r4,r2)","r1=R12;c1=int:256;r2=R13;r3=R0;r4=R1","stem",230
140,19400,2,1,6,over_3_symbols,"STRLEN_REG_REG(r1,r2) | LOAD_REG_INT(r3,c1) | ISUB_REG_REG_INT(r4,r1,c2)","r1=R7;r2=R6;r3=R9;c1=int:0;r4=R10;c2=int:1","stem",175
141,19253,34,3,4,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | ICOPY_REG_REG(r1,r3) | UNLINK_REG(r1)","r1=R7;r2=R6;c1=int:4;r3=R8","_address",7969
142,18606,2,2,3,candidate,"SETNUMCAS_INT(c1) | SETNUMSTD_INT(c1) | BNE_ID_REG_INT(c2,r1,c1)","c1=int:1;c2=label@16818;r1=R11","_address",16809
143,18604,2,2,3,candidate,"SETNUMSTD_INT(c1) | BNE_ID_REG_INT(c2,r1,c1) | RET()","c1=int:1;c2=label@16818;r1=R11","_address",16811
144,18445,4,3,5,over_3_symbols,"STRLEN_REG_REG(r1,r2) | IEQ_REG_REG_INT(r3,r1,c1) | BRF_ID_REG(c2,r3)","r1=R10;r2=R8;r3=R18;c1=int:0;c2=label@124","strip",111
145,18207,6,3,4,over_3_symbols,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c1) | LOAD_REG_INT(r3,c1)","r1=R12;c1=int:0;r2=R31;r3=R39","_typedformat",203
146,18200,2,1,4,over_3_symbols,"ENDLIFE_REG(r1) | SCOPY_REG_REG(r2,r3) | BR_ID(c1)","r1=R105;r2=R108;r3=R104;c1=label@4535","parseExec",4528
147,18200,2,1,6,over_3_symbols,"ICOPY_REG_REG(r1,r2) | ISUB_REG_REG_REG(r3,r4,r2) | ILTE_REG_REG_INT(r5,r3,c1)","r1=R109;r2=R93;r3=R110;r4=R97;r5=R108;c1=int:0","parseExec",4463
148,18200,2,1,6,over_3_symbols,"ISUB_REG_REG_REG(r1,r2,r3) | ILTE_REG_REG_INT(r4,r1,c1) | BRF_ID_REG(c2,r4)","r1=R110;r2=R97;r3=R93;r4=R108;c1=int:0;c2=label@4485","parseExec",4466
149,18200,2,1,6,over_3_symbols,"SCOPY_REG_REG(r1,r2) | ICOPY_REG_REG(r3,r4) | ISUB_REG_REG_REG(r5,r6,r4)","r1=R111;r2=R101;r3=R109;r4=R93;r5=R110;r6=R97","parseExec",4460
150,18200,13,1,4,over_3_symbols,"SCOPY_REG_REG(r1,r2) | UNLINK_REG(r2) | MINATTRS_REG_INT(r3,c1)","r1=R51;r2=R75;r3=R76;c1=int:2","benchmark_rexxcps_levelb_noopt",1421
151,18200,13,1,3,candidate,"UNLINK_REG(r1) | MINATTRS_REG_INT(r2,c1) | LINKATTR1_REG_REG_INT(r1,r2,c1)","r1=R75;r2=R76;c1=int:2","benchmark_rexxcps_levelb_noopt",1424
152,17914,4,1,3,candidate,"UNLINK_REG(r1) | UNLINK_REG(r2) | UNLINK_REG(r3)","r1=R15;r2=R9;r3=R14","stem",294
153,17884,2,1,7,over_3_symbols,"IGT_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | LINKATTR1_REG_REG_INT(r3,r4,c3)","r1=R13;r2=R1;c1=int:0;c2=label@344;r3=R11;r4=R20;c3=int:5","stem",244
154,17884,2,1,5,over_3_symbols,"LINKATTR1_REG_REG_REG(r1,r2,r3) | SEQ_REG_REG_REG(r4,r1,r5) | UNLINK_REG(r1)","r1=R12;r2=R11;r3=R1;r4=R10;r5=R21","stem",259
155,17884,2,1,7,over_3_symbols,"MINATTRS_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_REG(r3,r1,r2) | LINKATTR1_REG_REG_INT(r4,r5,c2)","r1=R14;r2=R1;c1=int:0;r3=R9;r4=R15;r5=R20;c2=int:3","stem",278
156,17884,2,1,6,over_3_symbols,"MINATTRS_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_REG(r3,r1,r2) | SEQ_REG_REG_REG(r4,r3,r5)","r1=R11;r2=R1;c1=int:0;r3=R12;r4=R10;r5=R21","stem",255
157,17884,2,1,4,over_3_symbols,"SEQ_REG_REG_REG(r1,r2,r3) | UNLINK_REG(r2) | UNLINK_REG(r4)","r1=R10;r2=R12;r3=R21;r4=R11","stem",263
158,17242,3,3,5,over_3_symbols,"BRF_ID_REG(c1,r1) | IEQ_REG_REG_REG(r1,r2,r3) | BRF_ID_REG(c2,r1)","c1=label@16827;r1=R31;r2=R19;r3=R29;c2=label@16838","trace",16820
159,17242,3,3,6,over_3_symbols,"IEQ_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | IEQ_REG_REG_REG(r1,r3,r4)","r1=R31;r2=R2;c1=int:0;c2=label@16827;r3=R19;r4=R29","trace",16816
160,17043,2,2,6,over_3_symbols,"FNDNBLNK_REG_REG_REG(r1,r2,r3) | ILT_REG_REG_INT(r4,r1,c1) | BRF_ID_REG(c2,r4)","r1=R6;r2=R15;r3=R12;r4=R20;c1=int:0;c2=label@258","strip",245
161,17001,3,3,5,over_3_symbols,"INE_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | BR_ID(c3)","r1=R60;r2=R49;c1=int:57;c2=label@843;c3=label@849","_typedformat",834
162,17001,13,2,7,over_3_symbols,"SETTP_REG_INT(r1,c1) | SETTP_REG_INT(r2,c2) | CALL_REG_FUNC_REG(r3,c3,r4)","r1=R31;c1=int:512;r2=R32;c2=int:0;r3=R33;c3=func@6184;r4=R28","benchmark_rexxcps_levelb_noopt",122
163,16802,12,1,6,over_3_symbols,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | SETTP_REG_INT(r3,c3)","r1=R33;c1=int:1;r2=R31;c2=int:2;r3=R24;c3=int:256","benchmark_rexxcps_levelb_noopt",214
164,16800,1,1,6,over_3_symbols,"ENDLIFE_REG(r1) | SCOPY_REG_REG(r2,r3) | BGT_ID_REG_REG(c1,r4,r5)","r1=R107;r2=R120;r3=R106;c1=label@4796;r4=R112;r5=R118","parseExec",4783
165,16800,1,1,7,over_3_symbols,"ISUB_REG_REG_INT(r1,r2,c1) | STRCHAR_REG_REG_REG(r3,r4,r1) | INE_REG_REG_INT(r5,r3,c2)","r1=R114;r2=R116;c1=int:1;r3=R115;r4=R119;r5=R109;c2=int:32","parseExec",4632
166,16700,10,1,5,over_3_symbols,"ITOS_REG(r1) | CONCAT_REG_REG_REG(r2,r3,r1) | LOAD_REG_INT(r4,c1)","r1=R41;r2=R57;r3=R59;r4=R64;c1=int:1234","benchmark_rexxcps_levelb_noopt",620
167,16421,29,3,5,over_3_symbols,"LOAD_REG_INT(r1,c1) | LINKATTR1_REG_REG_INT(r2,r3,c2) | ICOPY_REG_REG(r2,r1)","r1=R8;c1=int:0;r2=R7;r3=R6;c2=int:4","_address",7966
168,15643,2,2,5,over_3_symbols,"LOAD_REG_STRING(r1,c1) | LOAD_REG_INT(r2,c2) | LOAD_REG_STRING(r3,c1)","r1=R8;c1=string@312472;r2=R11;c2=int:1;r3=R1","_address",16818
169,15642,1,1,5,over_3_symbols,"BRF_ID_REG(c1,r1) | INE_REG_REG_INT(r1,r2,c2) | BRF_ID_REG(c3,r1)","c1=label@142;r1=R18;r2=R9;c2=int:84;c3=label@153","strip",135
170,15642,1,1,7,over_3_symbols,"BRF_ID_REG(c1,r1) | INE_REG_REG_INT(r2,r3,c2) | BRTF_ID_ID_REG(c3,c4,r2)","c1=label@153;r1=R18;r2=R19;r3=R9;c2=int:66;c3=label@159;c4=label@162","strip",142
171,15642,1,1,7,over_3_symbols,"GETANDTP_REG_REG_INT(r1,r2,c1) | LOAD_REG_STRING(r3,c2) | LOAD_REG_INT(r4,c3)","r1=R2;r2=R0;c1=int:256;r3=R7;c2=string@28800;r4=R14;c3=int:0","strip",98
172,15642,1,1,5,over_3_symbols,"INE_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | INE_REG_REG_INT(r1,r2,c3)","r1=R18;r2=R9;c1=int:76;c2=label@142;c3=int:84","strip",131
173,15642,1,1,6,over_3_symbols,"INE_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | INE_REG_REG_INT(r3,r2,c3)","r1=R18;r2=R9;c1=int:84;c2=label@153;r3=R19;c3=int:66","strip",138
174,15642,1,1,6,over_3_symbols,"LOAD_REG_INT(r1,c1) | LOAD_REG_STRING(r2,c2) | STRLEN_REG_REG(r3,r4)","r1=R14;c1=int:0;r2=R11;c2=string@28800;r3=R10;r4=R8","strip",105
175,15642,1,1,6,over_3_symbols,"LOAD_REG_STRING(r1,c1) | STRLEN_REG_REG(r2,r3) | IEQ_REG_REG_INT(r4,r2,c2)","r1=R11;c1=string@28800;r2=R10;r3=R8;r4=R18;c2=int:0","strip",108
176,15642,1,1,6,over_3_symbols,"NULL_REG(r1) | GETANDTP_REG_REG_INT(r2,r3,c1) | LOAD_REG_STRING(r4,c2)","r1=R17;r2=R2;r3=R0;c1=int:256;r4=R7;c2=string@28800","strip",96
177,15642,1,1,5,over_3_symbols,"STRLEN_REG_REG(r1,r2) | ICOPY_REG_REG(r3,r1) | BNE_ID_REG_INT(c1,r1,c2)","r1=R16;r2=R15;r3=R4;c1=label@194;c2=int:0","strip",182
178,15642,1,1,6,over_3_symbols,"STRUPPER_REG_REG(r1,r2) | STRCHAR_REG_REG_REG(r3,r1,r4) | INE_REG_REG_INT(r5,r3,c1)","r1=R7;r2=R8;r3=R9;r4=R14;r5=R18;c1=int:76","strip",124
179,15442,20,2,5,over_3_symbols,"SCOPY_REG_REG(r1,r2) | LOAD_REG_INT(r3,c1) | SETTP_REG_INT(r1,c2)","r1=R2;r2=R15;r3=R4;c1=int:3;c2=int:256","_address",5769
180,15426,19,1,3,candidate,"LOAD_REG_STRING(r1,c1) | STRUPPER_REG_REG(r1,r2) | COPY_REG_REG(r2,r1)","r1=R8;c1=string@28800;r2=R3","_address",5794
181,15426,19,1,5,over_3_symbols,"SWAP_REG_REG(r1,r2) | LOAD_REG_STRING(r3,c1) | STRUPPER_REG_REG(r3,r4)","r1=R2;r2=R5;r3=R8;c1=string@28800;r4=R3","_address",5791
182,15412,9,1,3,candidate,"STRUPPER_REG_REG(r1,r2) | COPY_REG_REG(r2,r1) | COPY_REG_REG(r3,r2)","r1=R28;r2=R23;r3=R1","_address",9025
183,14825,30,3,4,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | SCOPY_REG_REG(r1,r3) | UNLINK_REG(r1)","r1=R7;r2=R1;c1=int:1;r3=R6","_address",5816
184,14474,23,2,5,over_3_symbols,"NULL_REG(r1) | SCOPY_REG_REG(r2,r3) | LOAD_REG_INT(r4,c1)","r1=R3;r2=R2;r3=R15;r4=R4;c1=int:3","_address",5767
185,14242,1,1,6,over_3_symbols,"BRF_ID_REG(c1,r1) | IEQ_REG_REG_INT(r2,r3,c2) | BRT_ID_REG(c3,r2)","c1=label@264;r1=R19;r2=R20;r3=R9;c2=int:76;c3=label@211","strip",197
186,14242,1,1,7,over_3_symbols,"BRF_ID_REG(c1,r1) | ISUB_REG_INT_REG(r2,c2,r3) | FNDNBLNK_REG_REG_REG(r4,r5,r2)","c1=label@348;r1=R21;r2=R12;c2=int:0;r3=R16;r4=R6;r5=R15","strip",238
187,14242,1,1,6,over_3_symbols,"BRF_ID_REG(c1,r1) | LOAD_REG_INT(r2,c2) | FNDNBLNK_REG_REG_REG(r3,r4,r2)","c1=label@227;r1=R20;r2=R12;c2=int:0;r3=R14;r4=R15","strip",211
188,14242,1,1,7,over_3_symbols,"IEQ_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | ISUB_REG_INT_REG(r3,c3,r4)","r1=R21;r2=R9;c1=int:66;c2=label@348;r3=R12;c3=int:0;r4=R16","strip",234
189,14242,1,1,6,over_3_symbols,"IEQ_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | LOAD_REG_INT(r3,c3)","r1=R20;r2=R9;c1=int:66;c2=label@227;r3=R12;c3=int:0","strip",207
190,14242,1,1,5,over_3_symbols,"IEQ_REG_REG_REG(r1,r2,r3) | BRF_ID_REG(c1,r1) | RET_REG(r4)","r1=R22;r2=R4;r3=R16;c1=label@364;r4=R15","strip",355
191,14242,1,1,6,over_3_symbols,"ISUB_REG_INT_REG(r1,c1,r2) | FNDNBLNK_REG_REG_REG(r3,r4,r1) | ILT_REG_REG_INT(r5,r3,c1)","r1=R12;c1=int:0;r2=R16;r3=R6;r4=R15;r5=R20","strip",241
192,14242,1,1,5,over_3_symbols,"LOAD_REG_INT(r1,c1) | FNDNBLNK_REG_REG_REG(r2,r3,r1) | BGE_ID_REG_INT(c2,r2,c1)","r1=R12;c1=int:0;r2=R14;r3=R15;c2=label@227","strip",214
193,14242,1,1,6,over_3_symbols,"NOT_REG_REG(r1,r2) | BRF_ID_REG(c1,r1) | IEQ_REG_REG_INT(r3,r4,c2)","r1=R19;r2=R2;c1=label@264;r3=R20;r4=R9;c2=int:76","strip",194
194,14000,1,1,7,over_3_symbols,"BGT_ID_REG_REG(c1,r1,r2) | IADD_REG_REG_INT(r1,r1,c2) | GETATTRS_REG_REG_INT(r3,r4,c3)","c1=label@4796;r1=R112;r2=R118;c2=int:1;r3=R109;r4=R24;c3=int:0","parseExec",4788
195,14000,1,1,5,over_3_symbols,"IADD_REG_REG_INT(r1,r1,c1) | GETATTRS_REG_REG_INT(r2,r3,c2) | IADD_REG_REG_INT(r2,r2,c1)","r1=R112;c1=int:1;r2=R109;r3=R24;c2=int:0","parseExec",4792
196,14000,4,2,5,over_3_symbols,"ICOPY_REG_REG(r1,r2) | IEQ_REG_REG_INT(r3,r1,c1) | BRF_ID_REG(c2,r3)","r1=R4;r2=R28;r3=R29;c1=int:0;c2=label@14067","_address",13979
197,14000,1,1,6,over_3_symbols,"SCOPY_REG_REG(r1,r2) | BGT_ID_REG_REG(c1,r3,r4) | IADD_REG_REG_INT(r3,r3,c2)","r1=R120;r2=R106;c1=label@4796;r3=R112;r4=R118;c2=int:1","parseExec",4785
198,13206,20,2,6,over_3_symbols,"LOAD_REG_INT(r1,c1) | SETTP_REG_INT(r2,c2) | CALL_REG_FUNC_REG(r3,c3,r1)","r1=R30;c1=int:1;r2=R31;c2=int:768;r3=R29;c3=func@21856","benchmark_rexxcps_levelb_noopt",394
199,13019,7,5,5,over_3_symbols,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c1) | LOAD_REG_STRING(r3,c2)","r1=R12;c1=int:100;r2=R3;r3=R11;c2=string@3232","benchmark_rexxcps_levelb_noopt",29
200,12601,2,2,6,over_3_symbols,"BRF_ID_REG(c1,r1) | ILT_REG_REG_INT(r2,r3,c2) | BRF_ID_REG(c3,r2)","c1=label@122;r1=R10;r2=R11;r3=R5;c2=int:0;c3=label@109","word",96
201,12600,2,1,3,candidate,"SCOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | BR_ID(c1)","r1=R83;r2=R7;c1=label@4829","parseExec",3407
202,12517,24,2,7,over_3_symbols,"SWAP_REG_REG(r1,r2) | SETTP_REG_INT(r3,c1) | CALL_REG_FUNC_REG(r4,c2,r5)","r1=R62;r2=R0;r3=R63;c1=int:768;r4=R60;c2=func@35584;r5=R61","benchmark_rexxcps_levelb_noopt",695
203,12515,2,1,5,over_3_symbols,"UNLINK_REG(r1) | IGT_REG_REG_INT(r2,r3,c1) | BRF_ID_REG(c2,r2)","r1=R12;r2=R13;r3=R1;c1=int:0;c2=label@344","stem",242
204,12500,7,1,7,over_3_symbols,"CONCAT_REG_REG_REG(r1,r2,r3) | LOAD_REG_INT(r4,c1) | SETTP_REG_INT(r5,c2)","r1=R63;r2=R60;r3=R41;r4=R61;c1=int:2;r5=R0;c2=int:256","benchmark_rexxcps_levelb_noopt",685
205,12500,1,1,6,over_3_symbols,"ENDLIFE_REG(r1) | IADD_REG_REG_INT(r2,r3,c1) | LINKATTR1_REG_REG_INT(r4,r5,c1)","r1=R9;r2=R0;r3=R5;c1=int:1;r4=R12;r5=R20","stem",220
206,12500,1,1,4,over_3_symbols,"UNLINK_REG(r1) | UNLINK_REG(r2) | IGT_REG_REG_INT(r1,r3,c1)","r1=R13;r2=R12;r3=R1;c1=int:0","stem",240
207,11401,22,3,5,over_3_symbols,"NULL_REG(r1) | SCOPY_REG_REG(r2,r3) | LOAD_REG_STRING(r4,c1)","r1=R89;r2=R90;r3=R50;r4=R86;c1=string@59360","benchmark_rexxcps_levelb_noopt",1670
208,11212,6,1,4,over_3_symbols,"NULL_REG(r1) | SCOPY_REG_REG(r2,r3) | NULL_REG(r4)","r1=R19;r2=R20;r3=R1;r4=R25","_address",13882
209,11212,6,1,4,over_3_symbols,"SCOPY_REG_REG(r1,r2) | NULL_REG(r3) | SCOPY_REG_REG(r4,r1)","r1=R20;r2=R1;r3=R25;r4=R24","_address",13884
210,11200,2,1,6,over_3_symbols,"BRF_ID_REG(c1,r1) | IADD_REG_REG_INT(r2,r3,c2) | BCTP_ID_REG(c3,r3)","c1=label@617;r1=R56;r2=R44;r3=R53;c2=int:1;c3=label@557","parseExec",610
211,11200,2,1,7,over_3_symbols,"BRT_ID_REG(c1,r1) | STRCHAR_REG_REG_REG(r2,r3,r4) | ILT_REG_REG_INT(r5,r2,c2)","c1=label@620;r1=R54;r2=R45;r3=R50;r4=R53;r5=R55;c2=int:48","parseExec",561
212,11200,5,1,5,over_3_symbols,"CONCAT_REG_REG_STRING(r1,r2,c1) | ITOS_REG(r3) | CONCAT_REG_REG_REG(r4,r1,r3)","r1=R59;r2=R40;c1=string@34216;r3=R41;r4=R57","benchmark_rexxcps_levelb_noopt",616
213,11200,2,1,4,over_3_symbols,"ENDLIFE_REG(r1) | ENDLIFE_REG(r2) | NOT_REG_REG(r3,r4)","r1=R50;r2=R51;r3=R54;r4=R55","parseExec",749
214,11200,2,1,4,over_3_symbols,"ENDLIFE_REG(r1) | NOT_REG_REG(r2,r3) | BRF_ID_REG(c1,r2)","r1=R51;r2=R54;r3=R55;c1=label@762","parseExec",751
215,11200,2,1,6,over_3_symbols,"ICOPY_REG_REG(r1,r2) | IEQ_REG_REG_INT(r3,r4,c1) | BRF_ID_REG(c2,r3)","r1=R34;r2=R81;r3=R84;r4=R38;c1=int:3;c2=label@3215","parseExec",3165
216,11200,2,1,6,over_3_symbols,"IEQ_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | IADD_REG_REG_INT(r2,r3,c3)","r1=R56;r2=R44;c1=int:0;c2=label@617;r3=R53;c3=int:1","parseExec",606
217,11200,2,1,5,over_3_symbols,"ILTE_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | NULL_REG(r3)","r1=R47;r2=R6;c1=int:5;c2=label@762;r3=R46","parseExec",507
218,11200,2,1,6,over_3_symbols,"ILT_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | LOAD_REG_INT(r3,c3)","r1=R56;r2=R49;c1=int:19;c2=label@654;r3=R55;c3=int:1","parseExec",642
219,11200,2,1,6,over_3_symbols,"ISUB_REG_REG_INT(r1,r1,c1) | ISUB_REG_REG_REG(r2,r3,r1) | ILT_REG_REG_INT(r4,r2,c2)","r1=R44;c1=int:1;r2=R49;r3=R51;r4=R56;c2=int:19","parseExec",634
220,11200,2,1,6,over_3_symbols,"ISUB_REG_REG_REG(r1,r2,r3) | ILT_REG_REG_INT(r4,r1,c1) | BRF_ID_REG(c2,r4)","r1=R49;r2=R51;r3=R44;r4=R56;c1=int:19;c2=label@654","parseExec",638
221,11200,2,1,6,over_3_symbols,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c1) | ISUB_REG_REG_INT(r3,r4,c2)","r1=R44;c1=int:0;r2=R53;r3=R52;r4=R51;c2=int:1","parseExec",547
222,11200,2,1,6,over_3_symbols,"SCOPY_REG_REG(r1,r2) | ICOPY_REG_REG(r3,r4) | IEQ_REG_REG_INT(r5,r3,c1)","r1=R50;r2=R7;r3=R51;r4=R38;r5=R52;c1=int:0","parseExec",526
223,11200,2,1,5,over_3_symbols,"STOI_REG(r1) | ICOPY_REG_REG(r2,r1) | IEQ_REG_REG_INT(r3,r4,c1)","r1=R81;r2=R34;r3=R84;r4=R38;c1=int:3","parseExec",3163
224,11200,2,1,6,over_3_symbols,"STRCHAR_REG_REG_REG(r1,r2,r3) | ILT_REG_REG_INT(r4,r1,c1) | BRT_ID_REG(c2,r4)","r1=R45;r2=R50;r3=R53;r4=R55;c1=int:48;c2=label@579","parseExec",564
225,11131,7,3,4,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | ICOPY_REG_REG(r3,r1) | UNLINK_REG(r1)","r1=R43;r2=R50;c1=int:5;r3=R42","_address",9450
226,10999,1,1,3,candidate,"IEQ_REG_REG_REG(r1,r2,r3) | UNLINK_REG(r3) | UNLINK_REG(r2)","r1=R16;r2=R9;r3=R15","stem",290
227,10999,1,1,5,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | IEQ_REG_REG_REG(r3,r4,r1) | UNLINK_REG(r1)","r1=R15;r2=R20;c1=int:3;r3=R16;r4=R9","stem",286
228,10999,1,1,7,over_3_symbols,"LINKATTR1_REG_REG_REG(r1,r2,r3) | LINKATTR1_REG_REG_INT(r4,r5,c1) | IEQ_REG_REG_REG(r6,r1,r4)","r1=R9;r2=R14;r3=R1;r4=R15;r5=R20;c1=int:3;r6=R16","stem",282
229,10611,17,3,5,over_3_symbols,"LOAD_REG_STRING(r1,c1) | LINKATTR1_REG_REG_INT(r2,r3,c2) | SCOPY_REG_REG(r2,r1)","r1=R9;c1=string@28800;r2=R7;r3=R6;c2=int:1","_address",7978
230,10232,5,2,6,over_3_symbols,"LOAD_REG_INT(r1,c1) | LOAD_REG_STRING(r2,c2) | LOAD_REG_INT(r3,c3)","r1=R20;c1=int:1;r2=R12;c2=string@312160;r3=R10;c3=int:0","trace",5781
