rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
1,930899,151,9,3,candidate,"NULL_REG(r1) | NULL_REG(r2) | NULL_REG(r3)","r1=R42;r2=R43;r3=R44","benchmark_rexxcps_levelb_noopt",591
699,7,5,1,5,over_3_symbols,"COPY_REG_REG(r1,r2) | UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r3,r4,c1)","r1=R7;r2=R3;r3=R6;r4=R1;c1=int:2","_address",5653
700,7,1,1,3,candidate,"COPY_REG_REG(r1,r2) | UNLINK_REG(r1) | RET_INT(c1)","r1=R32;r2=R3;c1=int:0","_address",15419
701,7,1,1,5,over_3_symbols,"GETATTRS_REG_REG_INT(r1,r2,c1) | IADD_REG_REG_INT(r3,r1,c2) | MINATTRS_REG_REG_INT(r2,r3,c1)","r1=R31;r2=R34;c1=int:0;r3=R4;c2=int:1","_address",15390
702,7,1,1,6,over_3_symbols,"IADD_REG_REG_INT(r1,r2,c1) | MINATTRS_REG_REG_INT(r3,r1,c2) | LINKATTR1_REG_REG_REG(r4,r3,r1)","r1=R4;r2=R31;c1=int:1;r3=R34;c2=int:0;r4=R32","_address",15394
703,7,1,1,5,over_3_symbols,"ISTYPE_REG_REG_STRING(r1,r2,c1) | BRF_ID_REG(c2,r1) | COPY_REG_REG(r3,r2)","r1=R22;r2=R3;c1=string@14;c2=label@15390;r3=R28","_address",15309
704,7,5,1,5,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_INT(r3,r2,c2) | SCOPY_REG_REG(r3,r1)","r1=R6;r2=R1;c1=int:2;r3=R7;c2=int:1","_address",5658
705,7,5,1,5,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | REQ_REG_REG_STRING(r3,r1,c2) | UNLINK_REG(r1)","r1=R8;r2=R16;c1=int:1;r3=R7;c2=string@28800","_address",5741
706,7,1,1,6,over_3_symbols,"LOAD_REG_INT(r1,c1) | SETTP_REG_INT(r2,c2) | SRCFPROCSEL_REG_STRING_REG(r3,c3,r1)","r1=R0;c1=int:1;r2=R1;c2=int:256;r3=R3;c3=string@0","_address",15285
707,7,1,1,4,over_3_symbols,"LOAD_REG_STRING(r1,c1) | REQ_REG_REG_STRING(r2,r1,c1) | BRF_ID_REG(c2,r2)","r1=R25;c1=string@28800;r2=R21;c2=label@15352","_address",15322
708,7,1,1,4,over_3_symbols,"NULL_REG(r1) | SCOPY_REG_REG(r2,r3) | SETOBJUNINIT_REG_STRING(r1,c1)","r1=R28;r2=R26;r3=R1;c1=string@67","_address",15301
709,7,5,1,4,over_3_symbols,"REQ_REG_REG_STRING(r1,r2,c1) | UNLINK_REG(r2) | BRF_ID_REG(c2,r1)","r1=R7;r2=R8;c1=string@28800;c2=label@5769","_address",5745
710,7,1,1,7,over_3_symbols,"SCOPY_REG_REG(r1,r2) | SETOBJUNINIT_REG_STRING(r3,c1) | ISTYPE_REG_REG_STRING(r4,r5,c2)","r1=R26;r2=R1;r3=R28;c1=string@67;r4=R22;r5=R3;c2=string@14","_address",15303
711,7,1,1,5,over_3_symbols,"SCOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | MINATTRS_REG_REG_INT(r3,r4,c1)","r1=R32;r2=R1;r3=R35;r4=R4;c1=int:0","_address",15406
712,7,5,1,2,candidate,"SCOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | UNLINK_REG(r2)","r1=R7;r2=R6","_address",5666
713,7,5,1,3,candidate,"SETNUMCAS_INT(c1) | SETNUMSTD_INT(c1) | LINKATTR1_REG_REG_INT(r1,r2,c1)","c1=int:1;r1=R1;r2=R7","_address",5796
714,7,5,1,3,candidate,"SETNUMSTD_INT(c1) | LINKATTR1_REG_REG_INT(r1,r2,c1) | RET_REG(r1)","c1=int:1;r1=R1;r2=R7","_address",5798
715,7,1,1,6,over_3_symbols,"SETOBJUNINIT_REG_STRING(r1,c1) | ISTYPE_REG_REG_STRING(r2,r3,c2) | BRF_ID_REG(c3,r2)","r1=R28;c1=string@67;r2=R22;r3=R3;c2=string@14;c3=label@15390","_address",15306
716,7,1,1,5,over_3_symbols,"SETTP_REG_INT(r1,c1) | SRCFPROCSEL_REG_STRING_REG(r2,c2,r3) | DCALL_REG_REG_REG(r2,r2,r3)","r1=R1;c1=int:256;r2=R3;c2=string@0;r3=R0","_address",15288
717,7,1,1,5,over_3_symbols,"SETTP_REG_INT(r1,c1) | SWAP_REG_REG(r2,r1) | SRCMETHODSEL_REG_REG_STRING(r3,r2,c2)","r1=R28;c1=int:256;r2=R20;r3=R25;c2=string@0","_address",15335
718,7,1,1,7,over_3_symbols,"SWAP_REG_REG(r1,r2) | GETATTRS_REG_REG_INT(r3,r4,c1) | IADD_REG_REG_INT(r5,r3,c2)","r1=R25;r2=R32;r3=R31;r4=R34;c1=int:0;r5=R4;c2=int:1","_address",15387
719,7,1,1,5,over_3_symbols,"SWAP_REG_REG(r1,r2) | LOAD_REG_INT(r3,c1) | SETTP_REG_INT(r1,c2)","r1=R28;r2=R20;r3=R29;c1=int:3;c2=int:256","_address",15349
720,7,1,1,5,over_3_symbols,"SWAP_REG_REG(r1,r2) | SRCMETHODSEL_REG_REG_STRING(r3,r1,c1) | DCALL_REG_REG_REG(r3,r3,r4)","r1=R20;r2=R28;r3=R25;c1=string@0;r4=R19","_address",15338
721,7,1,1,6,over_3_symbols,"SWAP_REG_REG(r1,r2) | SWAP_REG_REG(r3,r4) | GETATTRS_REG_REG_INT(r2,r5,c1)","r1=R26;r2=R31;r3=R25;r4=R32;r5=R34;c1=int:0","_address",15384
722,7,5,1,5,over_3_symbols,"UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r1,r2,c1) | REQ_REG_REG_STRING(r3,r1,c2)","r1=R8;r2=R16;c1=int:1;r3=R7;c2=string@28800","_address",5739
723,7,5,1,3,candidate,"UNLINK_REG(r1) | UNLINK_REG(r2) | RET_REG(r3)","r1=R7;r2=R6;r3=R1","_address",5669
724,6,3,1,5,over_3_symbols,"BRF_ID_REG(c1,r1) | LOAD_REG_INT(r2,c2) | SETSTRPOS_REG_REG(r3,r2)","c1=label@411;r1=R47;r2=R40;c2=int:0;r3=R23","_typedformat",398
725,6,3,1,4,over_3_symbols,"BRTPANDT_ID_REG_INT(c1,r1,c2) | LOAD_REG_INT(r1,c3) | SETTP_REG_INT(r1,c3)","c1=label@14;r1=R27;c2=int:256;c3=int:0","floatformat",4
726,6,1,1,7,over_3_symbols,"BRT_ID_REG(c1,r1) | STRCHAR_REG_REG_REG(r2,r3,r4) | BRF_ID_REG(c2,r5)","c1=label@1278;r1=R58;r2=R10;r3=R20;r4=R60;c2=label@1194;r5=R42","_typedformat",1179
727,6,3,1,5,over_3_symbols,"IGT_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | LOAD_REG_INT(r3,c1)","r1=R47;r2=R33;c1=int:0;c2=label@411;r3=R40","_typedformat",394
728,6,3,1,5,over_3_symbols,"LOAD_REG_INT(r1,c1) | SETSTRPOS_REG_REG(r2,r1) | SUBSTRING_REG_REG_REG(r3,r2,r4)","r1=R40;c1=int:0;r2=R23;r3=R5;r4=R33","_typedformat",401
729,6,6,1,3,candidate,"LOAD_REG_STRING(r1,c1) | SCOPY_REG_REG(r2,r1) | STOD_REG(r2)","r1=R33;c1=string@17904;r2=R7","benchmark_rexxcps_levelb_noopt",333
730,6,6,1,3,candidate,"SCONCAT_REG_REG_STRING(r1,r1,c1) | ITOS_REG(r2) | CONCAT_REG_REG_REG(r1,r1,r2)","r1=R33;c1=string@13032;r2=R15","benchmark_rexxcps_levelb_noopt",273
731,5,5,1,4,over_3_symbols,"CONCAT_REG_REG_REG(r1,r1,r2) | SCONCAT_REG_REG_STRING(r1,r1,c1) | ITOS_REG(r3)","r1=R33;r2=R31;c1=string@13032;r3=R15","benchmark_rexxcps_levelb_noopt",269
732,5,5,1,3,candidate,"ITOS_REG(r1) | CONCAT_REG_REG_REG(r2,r2,r1) | SCONCAT_REG_REG_STRING(r2,r2,c1)","r1=R31;r2=R33;c1=string@13032","benchmark_rexxcps_levelb_noopt",267
733,5,5,1,3,candidate,"SCOPY_REG_REG(r1,r2) | STOD_REG(r1) | LOAD_REG_STRING(r2,c1)","r1=R7;r2=R33;c1=string@18416","benchmark_rexxcps_levelb_noopt",336
734,5,5,1,4,over_3_symbols,"STOD_REG(r1) | LOAD_REG_STRING(r2,c1) | SCOPY_REG_REG(r3,r2)","r1=R7;r2=R33;c1=string@18416;r3=R9","benchmark_rexxcps_levelb_noopt",339
735,4,1,1,5,over_3_symbols,"BRF_ID_REG(c1,r1) | APPENDCHAR_REG_REG(r2,r3) | BR_ID(c2)","c1=label@1194;r1=R42;r2=R34;r3=R10;c2=label@1236","_typedformat",1186
736,4,2,1,7,over_3_symbols,"GETANDTP_REG_REG_INT(r1,r2,c1) | GETANDTP_REG_REG_INT(r3,r4,c1) | GETANDTP_REG_REG_INT(r5,r6,c1)","r1=R3;r2=R27;c1=int:256;r3=R5;r4=R28;r5=R7;r6=R29","floatformat",44
737,4,2,1,6,over_3_symbols,"LOAD_REG_INT(r1,c1) | ISUB_REG_INT_REG(r2,c2,r1) | POSCHAR_REG_REG_REG(r2,r3,r4)","r1=R47;c1=int:1;r2=R11;c2=int:0;r3=R28;r4=R43","_typedformat",236
738,4,2,1,5,over_3_symbols,"LOAD_REG_INT(r1,c1) | SETTP_REG_INT(r1,c1) | BRTPANDT_ID_REG_INT(c2,r2,c3)","r1=R27;c1=int:0;c2=label@24;r2=R28;c3=int:256","floatformat",8
739,4,2,1,4,over_3_symbols,"SETSTRPOS_REG_REG(r1,r2) | SUBSTRING_REG_REG_REG(r3,r1,r4) | SCOPY_REG_REG(r1,r3)","r1=R20;r2=R40;r3=R51;r4=R37","_typedformat",773
740,4,1,1,6,over_3_symbols,"STRCHAR_REG_REG_REG(r1,r2,r3) | BRF_ID_REG(c1,r4) | APPENDCHAR_REG_REG(r5,r1)","r1=R10;r2=R20;r3=R60;c1=label@1194;r4=R42;r5=R34","_typedformat",1182
741,4,2,1,4,over_3_symbols,"SUBSTRING_REG_REG_REG(r1,r2,r3) | SCOPY_REG_REG(r2,r1) | ICOPY_REG_REG(r4,r3)","r1=R51;r2=R20;r3=R37;r4=R21","_typedformat",776
742,3,3,1,4,over_3_symbols,"LOAD_REG_FLOAT(r1,c1) | LOAD_REG_FLOAT(r2,c1) | LOAD_REG_FLOAT(r3,c1)","r1=R13;c1=float@15608;r2=R14;r3=R22","benchmark_rexxcps_levelb_noopt",318
743,3,2,2,6,over_3_symbols,"POSCHAR_REG_REG_REG(r1,r2,r3) | IGTE_REG_REG_INT(r4,r1,c1) | BRF_ID_REG(c2,r4)","r1=R11;r2=R28;r3=R22;r4=R47;c1=int:0;c2=label@309","_typedformat",251
744,2,1,1,6,over_3_symbols,"APPENDCHAR_REG_REG(r1,r2) | LOAD_REG_INT(r3,c1) | BCTP_ID_REG(c2,r4)","r1=R34;r2=R10;r3=R42;c1=int:1;c2=label@1175;r4=R60","_typedformat",1269
745,2,1,1,6,over_3_symbols,"BGE_ID_REG_INT(c1,r1,c2) | POSCHAR_REG_REG_REG(r1,r2,r3) | IGTE_REG_REG_INT(r4,r1,c2)","c1=label@255;r1=R11;c2=int:0;r2=R28;r3=R22;r4=R47","_typedformat",247
746,2,1,1,5,over_3_symbols,"BRF_ID_REG(c1,r1) | IADD_REG_REG_REG(r2,r3,r4) | ISUB_REG_REG_REG(r1,r2,r4)","c1=label@1123;r1=R60;r2=R7;r3=R31;r4=R39","_typedformat",1116
747,2,1,1,7,over_3_symbols,"BRF_ID_REG(c1,r1) | IADD_REG_REG_REG(r2,r3,r4) | STRCHAR_REG_REG_REG(r5,r6,r2)","c1=label@1058;r1=R52;r2=R40;r3=R31;r4=R2;r5=R35;r6=R20","_typedformat",746
748,2,1,1,6,over_3_symbols,"BRF_ID_REG(c1,r1) | IEQ_REG_REG_REG(r2,r3,r4) | BRF_ID_REG(c2,r2)","c1=label@1275;r1=R57;r2=R56;r3=R10;r4=R44;c2=label@1257","_typedformat",1239
749,2,1,1,4,over_3_symbols,"BRF_ID_REG(c1,r1) | NOT_REG_REG(r1,r2) | BRF_ID_REG(c2,r1)","c1=label@151;r1=R45;r2=R66;c2=label@161","_typedformat",145
750,2,1,1,6,over_3_symbols,"BRT_ID_REG(c1,r1) | ICOPY_REG_REG(r2,r3) | BRTF_ID_ID_REG(c2,c3,r2)","c1=label@452;r1=R68;r2=R48;r3=R70;c2=label@458;c3=label@643","_typedformat",442
751,2,1,1,5,over_3_symbols,"BRT_ID_REG(c1,r1) | SEQ_REG_REG_STRING(r1,r2,c2) | BRT_ID_REG(c3,r1)","c1=label@76;r1=R0;r2=R1;c2=string@956600;c3=label@87","floatformat",69
752,2,1,1,7,over_3_symbols,"BRT_ID_REG(c1,r1) | SEQ_REG_REG_STRING(r2,r3,c2) | BRTF_ID_ID_REG(c3,c4,r2)","c1=label@87;r1=R0;r2=R11;r3=R1;c2=string@956640;c3=label@101;c4=label@93","floatformat",76
753,2,1,1,4,over_3_symbols,"BTOI_REG(r1) | ICOPY_REG_REG(r2,r1) | IADD_REG_REG_REG(r1,r3,r4)","r1=R60;r2=R39;r3=R31;r4=R2","_typedformat",976
754,2,1,1,9,over_3_symbols,"CONCAT_REG_REG_REG(r1,r2,r3) | IADD_REG_REG_REG(r4,r5,r6) | ILT_REG_REG_INT(r7,r8,c1)","r1=R20;r2=R5;r3=R0;r4=R21;r5=R6;r6=R1;r7=R53;r8=R31;c1=int:1","_typedformat",653
755,2,1,1,4,over_3_symbols,"FCOPY_REG_REG(r1,r2) | FTOS_REG(r1) | SEQ_REG_REG_STRING(r3,r1,c1)","r1=R1;r2=R26;r3=R0;c1=string@956560","floatformat",60
756,2,1,1,4,over_3_symbols,"FTOS_REG(r1) | SEQ_REG_REG_STRING(r2,r1,c1) | BRT_ID_REG(c2,r2)","r1=R1;r2=R0;c1=string@956560;c2=label@76","floatformat",63
757,2,1,1,5,over_3_symbols,"GETANDTP_REG_REG_INT(r1,r2,c1) | FCOPY_REG_REG(r3,r4) | FTOS_REG(r3)","r1=R9;r2=R30;c1=int:256;r3=R1;r4=R26","floatformat",56
758,2,1,1,7,over_3_symbols,"GETANDTP_REG_REG_INT(r1,r2,c1) | GETANDTP_REG_REG_INT(r3,r4,c1) | FCOPY_REG_REG(r5,r6)","r1=R7;r2=R29;c1=int:256;r3=R9;r4=R30;r5=R1;r6=R26","floatformat",52
759,2,1,1,7,over_3_symbols,"IADD_REG_REG_INT(r1,r2,c1) | ISUB_REG_REG_REG(r3,r4,r1) | LOAD_REG_STRING(r5,c2)","r1=R40;r2=R33;c1=int:1;r3=R1;r4=R24;r5=R0;c2=string@28800","_typedformat",411
760,2,1,1,5,over_3_symbols,"IADD_REG_REG_REG(r1,r2,r3) | IGT_REG_REG_REG(r1,r4,r1) | BRF_ID_REG(c1,r1)","r1=R60;r2=R31;r3=R2;r4=R21;c1=label@996","_typedformat",981
761,2,1,1,7,over_3_symbols,"IADD_REG_REG_REG(r1,r2,r3) | ILT_REG_REG_INT(r4,r5,c1) | BRF_ID_REG(c2,r4)","r1=R21;r2=R6;r3=R1;r4=R53;r5=R31;c1=int:1;c2=label@690","_typedformat",657
762,2,1,1,4,over_3_symbols,"IADD_REG_REG_REG(r1,r2,r3) | ISUB_REG_REG_REG(r4,r1,r3) | IGT_REG_REG_REG(r4,r2,r4)","r1=R7;r2=R31;r3=R39;r4=R60","_typedformat",1119
763,2,1,1,6,over_3_symbols,"IADD_REG_REG_REG(r1,r2,r3) | STRCHAR_REG_REG_REG(r4,r5,r1) | ICOPY_REG_REG(r6,r1)","r1=R40;r2=R31;r3=R2;r4=R35;r5=R20;r6=R37","_typedformat",749
764,2,1,1,6,over_3_symbols,"ICOPY_REG_REG(r1,r2) | BRT_ID_REG(c1,r3) | ICOPY_REG_REG(r4,r5)","r1=R31;r2=R6;c1=label@452;r3=R68;r4=R48;r5=R70","_typedformat",439
765,2,1,1,5,over_3_symbols,"ICOPY_REG_REG(r1,r2) | IADD_REG_REG_REG(r2,r3,r4) | IGT_REG_REG_REG(r2,r5,r2)","r1=R39;r2=R60;r3=R31;r4=R2;r5=R21","_typedformat",978
766,2,1,1,5,over_3_symbols,"ICOPY_REG_REG(r1,r2) | ICOPY_REG_REG(r3,r1) | BRT_ID_REG(c1,r4)","r1=R6;r2=R33;r3=R31;c1=label@452;r4=R68","_typedformat",436
767,2,1,1,5,over_3_symbols,"ICOPY_REG_REG(r1,r2) | ICOPY_REG_REG(r3,r4) | NULL_REG(r5)","r1=R15;r2=R67;r3=R17;r4=R69;r5=R1","_typedformat",24
768,2,1,1,6,over_3_symbols,"ICOPY_REG_REG(r1,r2) | IGTE_REG_REG_INT(r3,r4,c1) | BRF_ID_REG(c2,r3)","r1=R21;r2=R37;r3=R50;r4=R35;c1=int:53;c2=label@911","_typedformat",783
769,2,1,1,6,over_3_symbols,"ICOPY_REG_REG(r1,r2) | LOAD_REG_STRING(r3,c1) | IGT_REG_REG_INT(r4,r1,c2)","r1=R37;r2=R40;r3=R51;c1=string@28800;r4=R50;c2=int:0","_typedformat",757
770,2,1,1,5,over_3_symbols,"ICOPY_REG_REG(r1,r2) | NOT_REG_REG(r3,r4) | BRF_ID_REG(c1,r3)","r1=R21;r2=R31;r3=R60;r4=R64;c1=label@1123","_typedformat",1110
771,2,1,1,3,candidate,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | RET_REG(r3)","r1=R2;r2=R1;r3=R0","stem",59
772,2,1,1,6,over_3_symbols,"IGT_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | SETSTRPOS_REG_REG(r3,r4)","r1=R47;r2=R1;c1=int:0;c2=label@436;r3=R23;r4=R40","_typedformat",422
773,2,1,1,6,over_3_symbols,"IGT_REG_REG_REG(r1,r2,r3) | BRF_ID_REG(c1,r1) | IADD_REG_REG_REG(r4,r5,r3)","r1=R52;r2=R4;r3=R2;c1=label@1058;r4=R40;r5=R31","_typedformat",742
774,2,1,1,6,over_3_symbols,"ISUB_REG_INT_REG(r1,c1,r2) | POSCHAR_REG_REG_REG(r1,r3,r4) | BGE_ID_REG_INT(c2,r1,c1)","r1=R11;c1=int:0;r2=R47;r3=R28;r4=R43;c2=label@255","_typedformat",239
775,2,1,1,5,over_3_symbols,"ISUB_REG_INT_REG(r1,c1,r2) | POSCHAR_REG_REG_REG(r1,r3,r4) | ILT_REG_REG_INT(r2,r1,c1)","r1=R33;c1=int:0;r2=R48;r3=R23;r4=R32","_typedformat",362
776,2,1,1,7,over_3_symbols,"ISUB_REG_REG_REG(r1,r2,r3) | LOAD_REG_STRING(r4,c1) | IGT_REG_REG_INT(r5,r1,c2)","r1=R1;r2=R24;r3=R40;r4=R0;c1=string@28800;r5=R47;c2=int:0","_typedformat",415
777,2,1,1,6,over_3_symbols,"ISUB_REG_REG_REG(r1,r2,r3) | NOT_REG_REG(r4,r5) | BRF_ID_REG(c1,r4)","r1=R4;r2=R21;r3=R31;r4=R53;r5=R66;c1=label@721","_typedformat",708
778,2,2,1,2,candidate,"ITOS_REG(r1) | CONCAT_REG_REG_REG(r2,r2,r1) | SAY_REG(r2)","r1=R3;r2=R33","benchmark_rexxcps_levelb_noopt",287
779,2,1,1,3,candidate,"LOAD_REG_INT(r1,c1) | BTOI_REG(r1) | ICOPY_REG_REG(r2,r1)","r1=R60;c1=int:0;r2=R39","_typedformat",973
780,2,1,1,6,over_3_symbols,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | STRLEN_REG_REG(r3,r4)","r1=R22;c1=int:101;r2=R32;c2=int:46;r3=R27;r4=R28","_typedformat",227
781,2,1,1,5,over_3_symbols,"LOAD_REG_INT(r1,c1) | SETTP_REG_INT(r1,c1) | GETANDTP_REG_REG_INT(r2,r3,c2)","r1=R30;c1=int:0;r2=R3;r3=R27;c2=int:256","floatformat",38
782,2,1,1,6,over_3_symbols,"LOAD_REG_INT(r1,c1) | STRCHAR_REG_REG_REG(r2,r3,r1) | IEQ_REG_REG_REG(r4,r2,r5)","r1=R40;c1=int:0;r2=R10;r3=R23;r4=R48;r5=R25","_typedformat",312
783,2,1,1,6,over_3_symbols,"LOAD_REG_INT(r1,c1) | STRLEN_REG_REG(r2,r3) | LOAD_REG_INT(r4,c2)","r1=R32;c1=int:46;r2=R27;r3=R28;r4=R47;c2=int:1","_typedformat",230
784,2,2,1,6,over_3_symbols,"LOAD_REG_INT(r1,c1) | SWAP_REG_REG(r2,r3) | SETTP_REG_INT(r4,c2)","r1=R28;c1=int:4;r2=R29;r3=R26;r4=R31;c2=int:512","benchmark_rexxcps_levelb_noopt",116
785,2,1,1,7,over_3_symbols,"LOAD_REG_STRING(r1,c1) | LOAD_REG_INT(r2,c2) | ISUB_REG_REG_INT(r3,r4,c3)","r1=R34;c1=string@28800;r2=R60;c2=int:0;r3=R59;r4=R21;c3=int:1","_typedformat",1165
786,2,1,1,5,over_3_symbols,"LOAD_REG_STRING(r1,c1) | LOAD_REG_STRING(r2,c1) | LOAD_REG_INT(r3,c2)","r1=R41;c1=string@28800;r2=R34;r3=R12;c2=int:0","_typedformat",197
787,2,1,1,6,over_3_symbols,"NOT_REG_REG(r1,r2) | BRF_ID_REG(c1,r1) | IADD_REG_REG_REG(r3,r4,r5)","r1=R60;r2=R64;c1=label@1123;r3=R7;r4=R31;r5=R39","_typedformat",1113
788,2,1,1,6,over_3_symbols,"NOT_REG_REG(r1,r2) | BRF_ID_REG(c1,r1) | IEQ_REG_REG_REG(r3,r4,r5)","r1=R57;r2=R42;c1=label@1275;r3=R56;r4=R10;r5=R44","_typedformat",1236
789,2,1,1,4,over_3_symbols,"NOT_REG_REG(r1,r2) | BRF_ID_REG(c1,r1) | NOT_REG_REG(r1,r3)","r1=R45;r2=R64;c1=label@151;r3=R66","_typedformat",142
790,2,1,1,4,over_3_symbols,"NULL_REG(r1) | NULL_REG(r2) | BRF_ID_REG(c1,r3)","r1=R37;r2=R40;c1=label@73;r3=R64","_typedformat",58
791,2,1,1,6,over_3_symbols,"POSCHAR_REG_REG_REG(r1,r2,r3) | BGE_ID_REG_INT(c1,r1,c2) | POSCHAR_REG_REG_REG(r1,r2,r4)","r1=R11;r2=R28;r3=R43;c1=label@255;c2=int:0;r4=R22","_typedformat",243
792,2,1,1,6,over_3_symbols,"POSCHAR_REG_REG_REG(r1,r2,r3) | ILT_REG_REG_INT(r4,r1,c1) | BRF_ID_REG(c2,r4)","r1=R33;r2=R23;r3=R32;r4=R48;c1=int:0;c2=label@391","_typedformat",366
793,2,2,1,4,over_3_symbols,"SAY_REG(r1) | CONCAT_REG_STRING_REG(r1,c1,r2) | SCONCAT_REG_REG_STRING(r1,r1,c2)","r1=R33;c1=string@12520;r2=R11;c2=string@12664","benchmark_rexxcps_levelb_noopt",253
794,2,2,1,3,candidate,"SAY_REG(r1) | SCONCAT_REG_STRING_REG(r1,c1,r2) | SAY_REG(r1)","r1=R33;c1=string@11792;r2=R24","benchmark_rexxcps_levelb_noopt",241
795,2,2,1,4,over_3_symbols,"SCONCAT_REG_STRING_REG(r1,c1,r2) | SCONCAT_REG_REG_STRING(r1,r1,c2) | SAY_REG(r1)","r1=R33;c1=string@11288;r2=R19;c2=string@11416","benchmark_rexxcps_levelb_noopt",233
796,2,1,1,7,over_3_symbols,"SCOPY_REG_REG(r1,r2) | ICOPY_REG_REG(r3,r4) | IGTE_REG_REG_INT(r5,r6,c1)","r1=R20;r2=R51;r3=R21;r4=R37;r5=R50;r6=R35;c1=int:53","_typedformat",780
797,2,1,1,6,over_3_symbols,"SCOPY_REG_REG(r1,r2) | ICOPY_REG_REG(r3,r4) | NOT_REG_REG(r5,r6)","r1=R20;r2=R36;r3=R21;r4=R31;r5=R60;r6=R64","_typedformat",1107
798,2,1,1,5,over_3_symbols,"SCOPY_REG_REG(r1,r2) | LOAD_REG_STRING(r3,c1) | LOAD_REG_STRING(r4,c1)","r1=R23;r2=R28;r3=R14;c1=string@28800;r4=R5","_typedformat",182
799,2,1,1,5,over_3_symbols,"SEQ_REG_REG_STRING(r1,r2,c1) | BRT_ID_REG(c2,r1) | SEQ_REG_REG_STRING(r1,r2,c3)","r1=R0;r2=R1;c1=string@956560;c2=label@76;c3=string@956600","floatformat",65
800,2,1,1,6,over_3_symbols,"SEQ_REG_REG_STRING(r1,r2,c1) | BRT_ID_REG(c2,r1) | SEQ_REG_REG_STRING(r3,r2,c3)","r1=R0;r2=R1;c1=string@956600;c2=label@87;r3=R11;c3=string@956640","floatformat",72
801,2,1,1,3,candidate,"SETNUMFUZ_INT(c1) | SETNUMCAS_INT(c2) | SETNUMSTD_INT(c3)","c1=int:0;c2=int:1;c3=int:2","_typedformat",0
802,2,1,1,5,over_3_symbols,"SETNUMFUZ_INT(c1) | SETNUMSTD_INT(c2) | BRTPANDT_ID_REG_INT(c3,r1,c4)","c1=int:0;c2=int:2;c3=label@14;r1=R27;c4=int:256","floatformat",0
803,2,1,1,5,over_3_symbols,"SETNUMSTD_INT(c1) | BRTPANDT_ID_REG_INT(c2,r1,c3) | LOAD_REG_INT(r1,c4)","c1=int:2;c2=label@14;r1=R27;c3=int:256;c4=int:0","floatformat",2
804,2,1,1,6,over_3_symbols,"SETNUMSTD_INT(c1) | LOAD_REG_INT(r1,c2) | LINKATTR1_REG_REG_INT(r2,r3,c3)","c1=int:1;r1=R2;c2=int:256;r2=R1;r3=R0;c3=int:7","stem",14
805,2,1,1,5,over_3_symbols,"SETSTRPOS_REG_REG(r1,r2) | SUBSTRING_REG_REG_REG(r3,r1,r4) | IADD_REG_REG_INT(r2,r4,c1)","r1=R23;r2=R40;r3=R5;r4=R33;c1=int:1","_typedformat",404
806,2,1,1,6,over_3_symbols,"SETSTRPOS_REG_REG(r1,r2) | SUBSTRING_REG_REG_REG(r3,r1,r4) | ICOPY_REG_REG(r5,r6)","r1=R23;r2=R40;r3=R0;r4=R1;r5=R6;r6=R33","_typedformat",429
807,2,1,1,5,over_3_symbols,"SETTP_REG_INT(r1,c1) | BRTPANDT_ID_REG_INT(c2,r2,c3) | LOAD_REG_INT(r2,c1)","r1=R29;c1=int:0;c2=label@44;r2=R30;c3=int:256","floatformat",31
808,2,1,1,7,over_3_symbols,"SETTP_REG_INT(r1,c1) | GETANDTP_REG_REG_INT(r2,r3,c2) | GETANDTP_REG_REG_INT(r4,r5,c2)","r1=R30;c1=int:0;r2=R3;r3=R27;c2=int:256;r4=R5;r5=R28","floatformat",41
809,2,2,1,5,over_3_symbols,"SETTP_REG_INT(r1,c1) | SETTP_REG_INT(r2,c2) | SETTP_REG_INT(r3,c1)","r1=R103;c1=int:0;r2=R104;c2=int:256;r3=R105","benchmark_rexxcps_levelb_noopt",2174
810,2,1,1,6,over_3_symbols,"STRCHAR_REG_REG_REG(r1,r2,r3) | ICOPY_REG_REG(r4,r3) | LOAD_REG_STRING(r5,c1)","r1=R35;r2=R20;r3=R40;r4=R37;r5=R51;c1=string@28800","_typedformat",753
811,2,1,1,6,over_3_symbols,"STRCHAR_REG_REG_REG(r1,r2,r3) | IEQ_REG_REG_REG(r4,r1,r5) | BRF_ID_REG(c1,r4)","r1=R10;r2=R23;r3=R40;r4=R48;r5=R25;c1=label@359","_typedformat",315
812,2,1,1,6,over_3_symbols,"STRLEN_REG_REG(r1,r2) | LOAD_REG_INT(r3,c1) | ISUB_REG_INT_REG(r4,c2,r3)","r1=R27;r2=R28;r3=R47;c1=int:1;r4=R11;c2=int:0","_typedformat",233
