rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
13,685000,1,1,6,over_3_symbols,"BRF_ID_REG(c1,r1) | IEQ_REG_REG_INT(r2,r3,c2) | BRF_ID_REG(c3,r2)","c1=label@231;r1=R15;r2=R14;r3=R11;c2=int:0;c3=label@205","substr",191
14,685000,1,1,7,over_3_symbols,"BRF_ID_REG(c1,r1) | ILT_REG_REG_INT(r2,r3,c2) | BRTF_ID_ID_REG(c3,c4,r2)","c1=label@104;r1=R3;r2=R14;r3=R20;c2=int:0;c3=label@110;c4=label@113","substr",93
15,685000,1,1,6,over_3_symbols,"BRTPANDT_ID_REG_INT(c1,r1,c2) | LOAD_REG_STRING(r2,c3) | SETTP_REG_INT(r2,c4)","c1=label@44;r1=R21;c2=int:256;r2=R4;c3=string@321248;c4=int:0","substr",32
16,685000,1,1,7,over_3_symbols,"GETANDTP_REG_REG_INT(r1,r2,c1) | LOAD_REG_INT(r3,c2) | LOAD_REG_STRING(r4,c3)","r1=R3;r2=R20;c1=int:256;r3=R6;c2=int:0;r4=R9;c3=string@31136","substr",73
17,685000,1,1,6,over_3_symbols,"IGT_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | IEQ_REG_REG_INT(r3,r4,c1)","r1=R15;r2=R1;c1=int:0;c2=label@231;r3=R14;r4=R11","substr",187
18,685000,1,1,7,over_3_symbols,"ISUB_REG_REG_INT(r1,r2,c1) | ISUB_REG_REG_REG(r3,r4,r1) | BGE_ID_REG_INT(c2,r3,c3)","r1=R11;r2=R19;c1=int:1;r3=R0;r4=R13;c2=label@144;c3=int:0","substr",129
19,685000,1,1,7,over_3_symbols,"LOAD_REG_INT(r1,c1) | LOAD_REG_STRING(r2,c2) | ILT_REG_REG_INT(r3,r4,c3)","r1=R6;c1=int:0;r2=R9;c2=string@31136;r3=R14;r4=R19;c3=int:1","substr",77
20,685000,1,1,6,over_3_symbols,"LOAD_REG_STRING(r1,c1) | ILT_REG_REG_INT(r2,r3,c2) | BRF_ID_REG(c3,r2)","r1=R9;c1=string@31136;r2=R14;r3=R19;c2=int:1;c3=label@93","substr",80
21,685000,1,1,4,over_3_symbols,"LOAD_REG_STRING(r1,c1) | SETTP_REG_INT(r1,c2) | BR_ID(c3)","r1=R4;c1=string@321248;c2=int:0;c3=label@59","substr",36
22,685000,1,1,6,over_3_symbols,"NULL_REG(r1) | GETANDTP_REG_REG_INT(r2,r3,c1) | LOAD_REG_INT(r4,c2)","r1=R13;r2=R3;r3=R20;c1=int:256;r4=R6;c2=int:0","substr",71
23,685000,1,1,5,over_3_symbols,"NULL_REG(r1) | NULL_REG(r2) | GETANDTP_REG_REG_INT(r3,r4,c1)","r1=R11;r2=R13;r3=R3;r4=R20;c1=int:256","substr",69
24,685000,1,1,6,over_3_symbols,"SETSTRPOS_REG_REG(r1,r2) | SUBSTRING_REG_REG_REG(r3,r1,r4) | ISUB_REG_REG_REG(r5,r6,r4)","r1=R12;r2=R11;r3=R9;r4=R1;r5=R8;r6=R20","substr",224
25,685000,6,1,7,over_3_symbols,"SETTP_REG_INT(r1,c1) | SETTP_REG_INT(r2,c2) | CALL_REG_FUNC_REG(r3,c3,r4)","r1=R11;c1=int:256;r2=R12;c2=int:512;r3=R13;c3=func@34976;r4=R8","benchmark_base64_roundtrip_noopt",720
26,685000,1,1,5,over_3_symbols,"STRLEN_REG_REG(r1,r2) | INE_REG_REG_INT(r3,r1,c1) | BRF_ID_REG(c2,r3)","r1=R7;r2=R4;r3=R14;c1=int:1;c2=label@126","substr",113
27,685000,1,1,6,over_3_symbols,"STRLEN_REG_REG(r1,r2) | ISUB_REG_REG_INT(r3,r4,c1) | ISUB_REG_REG_REG(r5,r1,r3)","r1=R13;r2=R12;r3=R11;r4=R19;c1=int:1;r5=R0","substr",126
28,685000,1,1,7,over_3_symbols,"SUBSTRING_REG_REG_REG(r1,r2,r3) | ISUB_REG_REG_REG(r4,r5,r3) | BLE_ID_REG_INT(c1,r4,c2)","r1=R9;r2=R12;r3=R1;r4=R8;r5=R20;c1=label@247;c2=int:0","substr",227
29,685000,6,1,6,over_3_symbols,"SWAP_REG_REG(r1,r2) | SETTP_REG_INT(r3,c1) | SETTP_REG_INT(r4,c2)","r1=R10;r2=R2;r3=R11;c1=int:256;r4=R12;c2=int:512","benchmark_base64_roundtrip_noopt",717
30,683001,2,1,3,candidate,"SETNUMCAS_INT(c1) | SETNUMSTD_INT(c1) | LOAD_REG_INT(r1,c2)","c1=int:1;r1=R3;c2=int:3","benchmark_base64_roundtrip_noopt",1183
31,683000,1,1,5,over_3_symbols,"BRTPANDT_ID_REG_INT(c1,r1,c2) | LOAD_REG_INT(r1,c3) | SETTP_REG_INT(r1,c4)","c1=label@44;r1=R8;c2=int:256;c3=int:1;c4=int:0","pos",34
32,683000,1,1,5,over_3_symbols,"BRT_ID_REG(c1,r1) | SEQ_REG_REG_STRING(r1,r2,c2) | BRF_ID_REG(c3,r1)","c1=label@67;r1=R4;r2=R1;c2=string@31136;c3=label@72","pos",60
33,683000,1,1,4,over_3_symbols,"ICOPY_REG_REG(r1,r2) | STRPOS_REG_REG_REG(r1,r3,r4) | RET_REG(r1)","r1=R0;r2=R8;r3=R2;r4=R1","pos",72
34,683000,1,1,5,over_3_symbols,"ISUB_REG_REG_INT(r1,r2,c1) | ILT_REG_REG_INT(r2,r1,c2) | BRF_ID_REG(c3,r2)","r1=R2;r2=R7;c1=int:1;c2=int:0;c3=label@1228","benchmark_base64_roundtrip_noopt",1215
35,683000,1,1,4,over_3_symbols,"LOAD_REG_INT(r1,c1) | SETTP_REG_INT(r1,c2) | NULL_REG(r2)","r1=R8;c1=int:1;c2=int:0;r2=R0","pos",38
36,683000,1,1,5,over_3_symbols,"NULL_REG(r1) | ILT_REG_REG_INT(r2,r3,c1) | BRF_ID_REG(c2,r2)","r1=R0;r2=R4;r3=R8;c1=int:1;c2=label@56","pos",44
37,683000,1,1,5,over_3_symbols,"SEQ_REG_REG_STRING(r1,r2,c1) | BRT_ID_REG(c2,r1) | SEQ_REG_REG_STRING(r1,r3,c1)","r1=R4;r2=R2;c1=string@31136;c2=label@67;r3=R1","pos",56
38,683000,1,1,5,over_3_symbols,"SETNUMSTD_INT(c1) | LOAD_REG_INT(r1,c2) | SETTP_REG_INT(r2,c3)","c1=int:1;r1=R3;c2=int:3;r2=R9;c3=int:256","benchmark_base64_roundtrip_noopt",1185
39,683000,1,1,5,over_3_symbols,"SETTP_REG_INT(r1,c1) | NULL_REG(r2) | ILT_REG_REG_INT(r3,r1,c2)","r1=R8;c1=int:0;r2=R0;r3=R4;c2=int:1","pos",41
40,683000,1,1,5,over_3_symbols,"SETTP_REG_INT(r1,c1) | SWAP_REG_REG(r2,r1) | SETTP_REG_INT(r3,c2)","r1=R10;c1=int:256;r2=R5;r3=R6;c2=int:0","benchmark_base64_roundtrip_noopt",1196
41,683000,1,1,6,over_3_symbols,"SWAP_REG_REG(r1,r2) | ISUB_REG_REG_INT(r3,r4,c1) | ILT_REG_REG_INT(r4,r3,c2)","r1=R10;r2=R5;r3=R2;r4=R7;c1=int:1;c2=int:0","benchmark_base64_roundtrip_noopt",1212
42,683000,1,1,7,over_3_symbols,"SWAP_REG_REG(r1,r2) | SETTP_REG_INT(r3,c1) | CALL_REG_FUNC_REG(r4,c2,r5)","r1=R5;r2=R10;r3=R6;c1=int:0;r4=R7;c2=func@53104;r5=R3","benchmark_base64_roundtrip_noopt",1199
43,683000,1,1,7,over_3_symbols,"SWAP_REG_REG(r1,r2) | SWAP_REG_REG(r3,r4) | ISUB_REG_REG_INT(r5,r6,c1)","r1=R9;r2=R4;r3=R10;r4=R5;r5=R2;r6=R7;c1=int:1","benchmark_base64_roundtrip_noopt",1209
44,512000,3,1,7,over_3_symbols,"IADD_REG_REG_INT(r1,r2,c1) | BGETU8_REG_REG_REG(r3,r4,r5) | BSETU8_REG_REG_REG(r6,r1,r3)","r1=R18;r2=R5;c1=int:1;r3=R17;r4=R0;r5=R12;r6=R6","benchmark_base64_roundtrip_noopt",562
45,512000,3,1,5,over_3_symbols,"IADD_REG_REG_REG(r1,r1,r2) | BSETU8_REG_REG_REG(r3,r4,r1) | IADD_REG_REG_INT(r4,r4,c1)","r1=R23;r2=R22;r3=R7;r4=R5;c1=int:1","benchmark_base64_roundtrip_noopt",1065
46,342500,3,1,6,over_3_symbols,"SWAP_REG_REG(r1,r2) | LOAD_REG_INT(r3,c1) | SETTP_REG_INT(r4,c2)","r1=R4;r2=R7;r3=R6;c1=int:1;r4=R3;c2=int:256","benchmark_base64_roundtrip_noopt",107
47,342000,2,1,5,over_3_symbols,"BRF_ID_REG(c1,r1) | RNE_REG_REG_STRING(r1,r2,c2) | BRF_ID_REG(c3,r1)","c1=label@1092;r1=R23;r2=R13;c2=string@35168;c3=label@1119","benchmark_base64_roundtrip_noopt",1085
48,342000,2,1,5,over_3_symbols,"IADD_REG_REG_INT(r1,r2,c1) | ILT_REG_REG_REG(r1,r3,r1) | BRF_ID_REG(c2,r1)","r1=R23;r2=R4;c1=int:1;r3=R5;c2=label@1092","benchmark_base64_roundtrip_noopt",1077
49,342000,2,1,7,over_3_symbols,"IADD_REG_REG_INT(r1,r2,c1) | LOAD_REG_INT(r3,c2) | LOAD_REG_INT(r4,c3)","r1=R21;r2=R3;c1=int:2;r3=R22;c2=int:1;r4=R19;c3=int:4","benchmark_base64_roundtrip_noopt",929
50,342000,2,1,5,over_3_symbols,"ILT_REG_REG_REG(r1,r2,r1) | BRF_ID_REG(c1,r1) | RNE_REG_REG_STRING(r1,r3,c2)","r1=R23;r2=R5;c1=label@1092;r3=R13;c2=string@35168","benchmark_base64_roundtrip_noopt",1081
51,342000,2,1,5,over_3_symbols,"LOAD_REG_INT(r1,c1) | SETTP_REG_INT(r2,c2) | SETTP_REG_INT(r3,c2)","r1=R16;c1=int:2;r2=R17;c2=int:256;r3=R0","benchmark_base64_roundtrip_noopt",862
52,342000,2,1,4,over_3_symbols,"SETTP_REG_INT(r1,c1) | SETTP_REG_INT(r2,c1) | SWAP_REG_REG(r3,r2)","r1=R17;c1=int:256;r2=R0;r3=R18","benchmark_base64_roundtrip_noopt",865
53,342000,2,1,7,over_3_symbols,"SWAP_REG_REG(r1,r2) | IADD_REG_REG_INT(r3,r4,c1) | LOAD_REG_INT(r5,c2)","r1=R0;r2=R23;r3=R21;r4=R3;c1=int:2;r5=R22;c2=int:1","benchmark_base64_roundtrip_noopt",926
54,341500,2,1,5,over_3_symbols,"IADD_REG_REG_INT(r1,r1,c1) | IADD_REG_REG_INT(r2,r2,c2) | BR_ID(c3)","r1=R4;c1=int:3;r2=R5;c2=int:4;c3=label@463","benchmark_base64_roundtrip_noopt",638
55,341500,2,1,4,over_3_symbols,"IADD_REG_REG_INT(r1,r1,c1) | IADD_REG_REG_INT(r2,r3,c1) | ILT_REG_REG_REG(r2,r1,r2)","r1=R5;c1=int:1;r2=R23;r3=R4","benchmark_base64_roundtrip_noopt",1073
56,341500,2,1,6,over_3_symbols,"IDIV_REG_REG_INT(r1,r2,c1) | IADD_REG_REG_REG(r3,r3,r1) | BSETU8_REG_REG_REG(r4,r5,r3)","r1=R22;r2=R9;c1=int:16;r3=R23;r4=R7;r5=R5","benchmark_base64_roundtrip_noopt",1061
57,341000,2,1,6,over_3_symbols,"BGETU8_REG_REG_REG(r1,r2,r3) | BSETU8_REG_REG_REG(r4,r5,r1) | BR_ID(c1)","r1=R19;r2=R0;r3=R13;r4=R6;r5=R17;c1=label@606","benchmark_base64_roundtrip_noopt",585
58,341000,2,1,7,over_3_symbols,"BRF_ID_REG(c1,r1) | IADD_REG_REG_INT(r2,r3,c2) | BGETU8_REG_REG_REG(r4,r5,r2)","c1=label@499;r1=R17;r2=R18;r3=R4;c2=int:1;r4=R8;r5=R23","benchmark_base64_roundtrip_noopt",488
59,341000,2,1,8,over_3_symbols,"BRF_ID_REG(c1,r1) | IADD_REG_REG_INT(r2,r3,c2) | BGETU8_REG_REG_REG(r4,r5,r6)","c1=label@595;r1=R18;r2=R17;r3=R5;c2=int:2;r4=R19;r5=R0;r6=R13","benchmark_base64_roundtrip_noopt",578
60,341000,2,1,6,over_3_symbols,"BRF_ID_REG(c1,r1) | LOAD_REG_INT(r2,c2) | SETTP_REG_INT(r3,c3)","c1=label@1025;r1=R23;r2=R20;c2=int:2;r3=R13;c3=int:256","benchmark_base64_roundtrip_noopt",997
61,341000,2,1,6,over_3_symbols,"IGT_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | IADD_REG_REG_INT(r3,r4,c1)","r1=R17;r2=R15;c1=int:1;c2=label@499;r3=R18;r4=R4","benchmark_base64_roundtrip_noopt",484
62,341000,2,1,7,over_3_symbols,"IGT_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | IADD_REG_REG_INT(r3,r4,c3)","r1=R18;r2=R15;c1=int:1;c2=label@595;r3=R17;r4=R5;c3=int:2","benchmark_base64_roundtrip_noopt",574
63,341000,2,1,7,over_3_symbols,"RNE_REG_REG_STRING(r1,r2,c1) | BRF_ID_REG(c2,r1) | IMOD_REG_REG_INT(r3,r4,c3)","r1=R23;r2=R13;c1=string@35168;c2=label@1119;r3=R22;r4=R9;c3=int:16","benchmark_base64_roundtrip_noopt",1088
64,341000,2,1,6,over_3_symbols,"RNE_REG_REG_STRING(r1,r2,c1) | BRF_ID_REG(c2,r1) | LOAD_REG_INT(r3,c3)","r1=R23;r2=R13;c1=string@35168;c2=label@1025;r3=R20;c3=int:2","benchmark_base64_roundtrip_noopt",993
65,172000,3,1,6,over_3_symbols,"SWAP_REG_REG(r1,r2) | SWAP_REG_REG(r3,r4) | LOAD_REG_INT(r5,c1)","r1=R6;r2=R8;r3=R2;r4=R9;r5=R4;c1=int:0","benchmark_base64_roundtrip_noopt",451
66,171500,2,1,5,over_3_symbols,"SETTP_REG_INT(r1,c1) | SWAP_REG_REG(r2,r1) | SWAP_REG_REG(r3,r4)","r1=R25;c1=int:256;r2=R9;r3=R10;r4=R2","benchmark_base64_roundtrip_noopt",711
67,171500,2,1,5,over_3_symbols,"SWAP_REG_REG(r1,r2) | LOAD_REG_INT(r3,c1) | LOAD_REG_INT(r4,c1)","r1=R2;r2=R9;r3=R4;c1=int:0;r4=R5","benchmark_base64_roundtrip_noopt",454
68,171500,2,1,6,over_3_symbols,"SWAP_REG_REG(r1,r2) | SWAP_REG_REG(r3,r4) | SETTP_REG_INT(r5,c1)","r1=R9;r2=R25;r3=R10;r4=R2;r5=R11;c1=int:256","benchmark_base64_roundtrip_noopt",714
69,171000,1,1,6,over_3_symbols,"BGETU8_REG_REG_REG(r1,r2,r3) | BSETU8_REG_REG_REG(r4,r5,r1) | IADD_REG_REG_INT(r1,r5,c1)","r1=R18;r2=R0;r3=R11;r4=R6;r5=R5;c1=int:1","benchmark_base64_roundtrip_noopt",554
70,171000,1,1,7,over_3_symbols,"BGETU8_REG_REG_REG(r1,r2,r3) | BSETU8_REG_REG_REG(r4,r5,r1) | IGT_REG_REG_INT(r5,r6,c1)","r1=R17;r2=R0;r3=R12;r4=R6;r5=R18;r6=R15;c1=int:1","benchmark_base64_roundtrip_noopt",566
71,171000,1,1,6,over_3_symbols,"BGETU8_REG_REG_REG(r1,r2,r3) | LOAD_REG_INT(r4,c1) | LOAD_REG_INT(r5,c1)","r1=R9;r2=R23;r3=R4;r4=R8;c1=int:0;r5=R7","benchmark_base64_roundtrip_noopt",474
72,171000,1,1,7,over_3_symbols,"BRF_ID_REG(c1,r1) | ISUB_REG_REG_REG(r2,r3,r4) | BGETU8_REG_REG_REG(r5,r6,r4)","c1=label@648;r1=R16;r2=R15;r3=R3;r4=R4;r5=R9;r6=R23","benchmark_base64_roundtrip_noopt",467
73,171000,1,1,6,over_3_symbols,"BRF_ID_REG(c1,r1) | LOAD_REG_INT(r2,c2) | LOAD_REG_INT(r3,c3)","c1=label@1163;r1=R15;r2=R22;c2=int:1;r3=R19;c3=int:4","benchmark_base64_roundtrip_noopt",828
74,171000,1,1,5,over_3_symbols,"BSETU8_REG_REG_REG(r1,r2,r3) | IADD_REG_REG_INT(r2,r2,c1) | IADD_REG_REG_INT(r3,r4,c1)","r1=R7;r2=R5;r3=R23;c1=int:1;r4=R4","benchmark_base64_roundtrip_noopt",1069
75,171000,1,1,7,over_3_symbols,"BSETU8_REG_REG_REG(r1,r2,r3) | IADD_REG_REG_INT(r3,r2,c1) | BGETU8_REG_REG_REG(r4,r5,r6)","r1=R6;r2=R5;r3=R18;c1=int:1;r4=R17;r5=R0;r6=R12","benchmark_base64_roundtrip_noopt",558
76,171000,1,1,6,over_3_symbols,"BSETU8_REG_REG_REG(r1,r2,r3) | IGT_REG_REG_INT(r2,r4,c1) | BRF_ID_REG(c2,r2)","r1=R6;r2=R18;r3=R17;r4=R15;c1=int:1;c2=label@595","benchmark_base64_roundtrip_noopt",570
77,171000,1,1,6,over_3_symbols,"IADD_REG_REG_INT(r1,r2,c1) | LOAD_REG_INT(r3,c1) | LOAD_REG_INT(r4,c2)","r1=R18;r2=R3;c1=int:1;r3=R19;r4=R16;c2=int:4","benchmark_base64_roundtrip_noopt",881
78,171000,1,1,6,over_3_symbols,"IADD_REG_REG_REG(r1,r2,r3) | IMOD_REG_REG_INT(r2,r4,c1) | IMULT_REG_REG_INT(r2,r2,c2)","r1=R12;r2=R18;r3=R17;r4=R8;c1=int:16;c2=int:4","benchmark_base64_roundtrip_noopt",530
79,171000,1,1,8,over_3_symbols,"IADD_REG_REG_REG(r1,r2,r3) | IMOD_REG_REG_INT(r4,r5,c1) | BGETU8_REG_REG_REG(r2,r6,r7)","r1=R13;r2=R18;r3=R17;r4=R14;r5=R7;c1=int:64;r6=R0;r7=R11","benchmark_base64_roundtrip_noopt",546
80,171000,1,1,5,over_3_symbols,"IDIV_REG_REG_INT(r1,r2,c1) | IADD_REG_REG_REG(r3,r4,r1) | IMOD_REG_REG_INT(r4,r2,c1)","r1=R17;r2=R8;c1=int:16;r3=R12;r4=R18","benchmark_base64_roundtrip_noopt",526
81,171000,1,1,6,over_3_symbols,"IDIV_REG_REG_INT(r1,r2,c1) | IADD_REG_REG_REG(r3,r4,r1) | IMOD_REG_REG_INT(r5,r2,c1)","r1=R17;r2=R7;c1=int:64;r3=R13;r4=R18;r5=R14","benchmark_base64_roundtrip_noopt",542
82,171000,1,1,5,over_3_symbols,"IDIV_REG_REG_INT(r1,r2,c1) | IMOD_REG_REG_INT(r3,r2,c1) | IMULT_REG_REG_INT(r3,r3,c2)","r1=R11;r2=R9;c1=int:4;r3=R18;c2=int:16","benchmark_base64_roundtrip_noopt",514
83,171000,1,1,6,over_3_symbols,"ILTE_REG_REG_REG(r1,r2,r3) | BRF_ID_REG(c1,r1) | LOAD_REG_INT(r4,c2)","r1=R15;r2=R3;r3=R2;c1=label@1163;r4=R22;c2=int:1","benchmark_base64_roundtrip_noopt",824
84,171000,1,1,5,over_3_symbols,"ILT_REG_REG_REG(r1,r2,r3) | BRF_ID_REG(c1,r1) | ISUB_REG_REG_REG(r4,r3,r2)","r1=R16;r2=R4;r3=R3;c1=label@648;r4=R15","benchmark_base64_roundtrip_noopt",463
85,171000,1,1,8,over_3_symbols,"IMOD_REG_REG_INT(r1,r2,c1) | BGETU8_REG_REG_REG(r3,r4,r5) | BSETU8_REG_REG_REG(r6,r7,r3)","r1=R14;r2=R7;c1=int:64;r3=R18;r4=R0;r5=R11;r6=R6;r7=R5","benchmark_base64_roundtrip_noopt",550
86,171000,1,1,6,over_3_symbols,"IMOD_REG_REG_INT(r1,r2,c1) | IMULT_REG_REG_INT(r1,r1,c2) | IDIV_REG_REG_INT(r3,r4,c2)","r1=R18;r2=R9;c1=int:4;c2=int:16;r3=R17;r4=R8","benchmark_base64_roundtrip_noopt",518
87,171000,1,1,7,over_3_symbols,"IMOD_REG_REG_INT(r1,r2,c1) | IMULT_REG_REG_INT(r1,r1,c2) | IDIV_REG_REG_INT(r3,r4,c3)","r1=R18;r2=R8;c1=int:16;c2=int:4;r3=R17;r4=R7;c3=int:64","benchmark_base64_roundtrip_noopt",534
88,171000,1,1,5,over_3_symbols,"IMULT_REG_REG_INT(r1,r1,c1) | IDIV_REG_REG_INT(r2,r3,c1) | IADD_REG_REG_REG(r4,r1,r2)","r1=R18;c1=int:16;r2=R17;r3=R8;r4=R12","benchmark_base64_roundtrip_noopt",522
89,171000,1,1,6,over_3_symbols,"IMULT_REG_REG_INT(r1,r1,c1) | IDIV_REG_REG_INT(r2,r3,c2) | IADD_REG_REG_REG(r4,r1,r2)","r1=R18;c1=int:4;r2=R17;r3=R7;c2=int:64;r4=R13","benchmark_base64_roundtrip_noopt",538
90,171000,1,1,6,over_3_symbols,"IMULT_REG_REG_INT(r1,r2,c1) | IDIV_REG_REG_INT(r3,r4,c2) | IADD_REG_REG_REG(r1,r1,r3)","r1=R23;r2=R11;c1=int:4;r3=R22;r4=R9;c2=int:16","benchmark_base64_roundtrip_noopt",1057
91,171000,1,1,7,over_3_symbols,"ISUB_REG_REG_REG(r1,r2,r3) | BGETU8_REG_REG_REG(r4,r5,r3) | LOAD_REG_INT(r6,c1)","r1=R15;r2=R3;r3=R4;r4=R9;r5=R23;r6=R8;c1=int:0","benchmark_base64_roundtrip_noopt",470
92,171000,1,1,6,over_3_symbols,"LOAD_REG_INT(r1,c1) | IGT_REG_REG_INT(r2,r3,c2) | BRF_ID_REG(c3,r2)","r1=R7;c1=int:0;r2=R17;r3=R15;c2=int:1;c3=label@499","benchmark_base64_roundtrip_noopt",481
93,171000,1,1,6,over_3_symbols,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c1) | IGT_REG_REG_INT(r3,r4,c2)","r1=R8;c1=int:0;r2=R7;r3=R17;r4=R15;c2=int:1","benchmark_base64_roundtrip_noopt",478
94,171000,1,1,6,over_3_symbols,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c1) | RNE_REG_REG_STRING(r3,r4,c2)","r1=R8;c1=int:0;r2=R14;r3=R23;r4=R13;c2=string@35168","benchmark_base64_roundtrip_noopt",987
95,171000,1,1,6,over_3_symbols,"LOAD_REG_INT(r1,c1) | RNE_REG_REG_STRING(r2,r3,c2) | BRF_ID_REG(c3,r2)","r1=R14;c1=int:0;r2=R23;r3=R13;c2=string@35168;c3=label@1025","benchmark_base64_roundtrip_noopt",990
96,171000,1,1,5,over_3_symbols,"SWAP_REG_REG(r1,r2) | IADD_REG_REG_INT(r2,r3,c1) | LOAD_REG_INT(r4,c1)","r1=R0;r2=R18;r3=R3;c1=int:1;r4=R19","benchmark_base64_roundtrip_noopt",878
97,170500,1,1,7,over_3_symbols,"BGETU8_REG_REG_REG(r1,r2,r3) | IDIV_REG_REG_INT(r4,r5,c1) | IMOD_REG_REG_INT(r6,r5,c1)","r1=R7;r2=R23;r3=R17;r4=R11;r5=R9;c1=int:4;r6=R18","benchmark_base64_roundtrip_noopt",510
98,170500,1,1,6,over_3_symbols,"BGETU8_REG_REG_REG(r1,r2,r3) | IGT_REG_REG_INT(r3,r4,c1) | BRF_ID_REG(c2,r3)","r1=R8;r2=R23;r3=R18;r4=R15;c1=int:2;c2=label@514","benchmark_base64_roundtrip_noopt",495
99,170500,1,1,5,over_3_symbols,"BRF_ID_REG(c1,r1) | IMOD_REG_REG_INT(r2,r3,c2) | IMULT_REG_REG_INT(r2,r2,c2)","c1=label@1119;r1=R23;r2=R22;r3=R9;c2=int:16","benchmark_base64_roundtrip_noopt",1092
100,170500,1,1,6,over_3_symbols,"BRF_ID_REG(c1,r1) | IMOD_REG_REG_INT(r2,r3,c2) | IMULT_REG_REG_INT(r2,r2,c3)","c1=label@1157;r1=R23;r2=R22;r3=R8;c2=int:4;c3=int:64","benchmark_base64_roundtrip_noopt",1134
101,170500,1,1,6,over_3_symbols,"BSETU8_REG_REG_REG(r1,r2,r3) | IADD_REG_REG_INT(r2,r2,c1) | IADD_REG_REG_INT(r4,r4,c2)","r1=R7;r2=R5;r3=R22;c1=int:1;r4=R3;c2=int:4","benchmark_base64_roundtrip_noopt",1149
102,170500,1,1,6,over_3_symbols,"BSETU8_REG_REG_REG(r1,r2,r3) | IADD_REG_REG_INT(r2,r2,c1) | IADD_REG_REG_INT(r4,r5,c1)","r1=R7;r2=R5;r3=R22;c1=int:1;r4=R23;r5=R4","benchmark_base64_roundtrip_noopt",1111
103,170500,1,1,8,over_3_symbols,"IADD_REG_REG_INT(r1,r2,c1) | BGETU8_REG_REG_REG(r3,r4,r1) | IDIV_REG_REG_INT(r5,r6,c2)","r1=R17;r2=R4;c1=int:2;r3=R7;r4=R23;r5=R11;r6=R9;c2=int:4","benchmark_base64_roundtrip_noopt",506
